"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"FOS","OK","negbinomial.size",5.83146016432754e-211,7.35638699729919e-207,"protein_coding","FOS",511,0.272824345969034,194.427657480315,7.60308964776967
"NPAS4","OK","negbinomial.size",1.78684957802349e-24,2.81763842834579e-21,"protein_coding","NPAS4",98,0.0523224773091297,102.907480314961,6.68520404490322
"EGR1","OK","negbinomial.size",1.45182825050071e-43,6.10493779335549e-40,"protein_coding","EGR1",149,0.0795515216230646,58.8343996062992,5.87858801916952
"LINC00473","OK","negbinomial.size",6.14013152296674e-12,4.07672416643292e-09,"protein_coding","LINC00473",48,0.0256273358248799,48.0797244094488,5.58735672150508
"JUNB","OK","negbinomial.size",2.17566725478464e-33,5.48920848382164e-30,"protein_coding","JUNB",140,0.0747463961558996,28.4381327334083,4.82975483464457
"GALNT4","OK","negbinomial.size",1.11900145257819e-05,0.00198819765130617,"protein_coding","GALNT4",24,0.0128136679124399,24.4616141732283,4.61244770246791
"NR4A1","OK","negbinomial.size",2.19218048853743e-36,6.91358921572493e-33,"protein_coding","NR4A1",171,0.0912973838761345,22.0248250218723,4.46105865246302
"FOSB","OK","negbinomial.size",1.43488772982171e-31,3.01685145195014e-28,"protein_coding","FOSB",115,0.0613988254137747,21.810601799775,4.44695767236594
"GPR3","OK","negbinomial.size",3.6112075092764e-05,0.00526910330234624,"protein_coding","GPR3",27,0.0144153764014949,11.8090551181102,3.56182162939794
"NR4A3","OK","negbinomial.size",9.81279503834269e-18,1.03157007840578e-14,"protein_coding","NR4A3",132,0.0704751735184196,8.10701006124235,3.01916993353475
"MIR22HG","OK","negbinomial.size",2.65654945734555e-09,1.28893736170823e-06,"protein_coding","MIR22HG",59,0.0315002669514148,6.84175415573053,2.77436626477804
"AARS2","OK","negbinomial.size",0.000563964483942763,0.0378426168347764,"protein_coding","AARS2",22,0.0117458622530699,5.62335958005249,2.49143230150654
"RP11.11N9.4","OK","negbinomial.size",0.000743644463004176,0.0448855258411373,"protein_coding","RP11.11N9.4",26,0.0138814735718099,4.72362204724409,2.23989353451058
"EGR3","OK","negbinomial.size",3.95840353453654e-05,0.00554836228757539,"protein_coding","EGR3",51,0.0272290443139349,4.06415533285612,2.02295554326624
"BTG2","OK","negbinomial.size",5.16739840169388e-06,0.00116404876495301,"protein_coding","BTG2",63,0.0336358782701548,3.58489173228346,1.84192954859067
"SFR1","OK","negbinomial.size",7.23404772728626e-06,0.00147189535612446,"protein_coding","SFR1",31,0.0165509877202349,3.45836614173228,1.79009061707106
"INSIG1","OK","negbinomial.size",1.34815205056032e-29,2.42956258825978e-26,"protein_coding","INSIG1",478,0.255205552589429,3.08467428126717,1.62511815951753
"SIK1","OK","negbinomial.size",1.44834991457722e-18,1.66099401567196e-15,"protein_coding","SIK1",273,0.145755472504004,3.06272262842145,1.61481471701182
"RP11.223I10.1","OK","negbinomial.size",0.000788441036812613,0.0462613194390284,"protein_coding","RP11.223I10.1",40,0.0213561131873999,2.99060486757337,1.58043730756529
"FBXO33","OK","negbinomial.size",8.71591106240263e-06,0.00170733663069823,"protein_coding","FBXO33",126,0.0672717565403097,2.8819717847769,1.52705621123726
"ID1","OK","negbinomial.size",0.000543772533054009,0.0375145359664529,"protein_coding","ID1",84,0.0448478376935398,2.83176321709786,1.50170063696037
"MAFF","OK","negbinomial.size",9.69860998263682e-05,0.0111225422664512,"protein_coding","MAFF",64,0.0341697810998398,2.7968814753419,1.48381911739667
"MED30","OK","negbinomial.size",7.58613638807843e-06,0.00151903350056523,"protein_coding","MED30",81,0.0432461292044848,2.79005148394912,1.48029174390134
"VGF","OK","negbinomial.size",8.22728852258076e-22,1.03787244712356e-18,"protein_coding","VGF",415,0.221569674319274,2.68253868339132,1.42359897543079
