"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"ATG9B","OK","negbinomial.size",0.000878568399125029,0.032058099753739,"protein_coding","ATG9B",9,0.0107784431137725,Inf,Inf
"EGR4","OK","negbinomial.size",0.000232611399055438,0.0128741462784913,"protein_coding","EGR4",9,0.0107784431137725,Inf,Inf
"FAM186A","OK","negbinomial.size",9.34035691906204e-05,0.00690217534398587,"protein_coding","FAM186A",13,0.0155688622754491,Inf,Inf
"FAM186B","OK","negbinomial.size",0.000133246179754536,0.00898787121875518,"protein_coding","FAM186B",14,0.0167664670658683,Inf,Inf
"MIR22HG","OK","negbinomial.size",3.80731005449681e-11,1.45024919164083e-08,"protein_coding","MIR22HG",25,0.029940119760479,Inf,Inf
"NR4A2","OK","negbinomial.size",1.78165276922076e-12,7.69139500472604e-10,"protein_coding","NR4A2",39,0.0467065868263473,Inf,Inf
"RN7SL740P","OK","negbinomial.size",0.000406354654954103,0.0188627209186759,"protein_coding","RN7SL740P",10,0.0119760479041916,Inf,Inf
"FOS","OK","negbinomial.size",7.41860863263159e-87,9.60784004012118e-83,"protein_coding","FOS",229,0.274251497005988,467.260770975057,8.8680841101458
"NR4A1","OK","negbinomial.size",1.32761464572422e-30,1.91043747519715e-27,"protein_coding","NR4A1",108,0.129341317365269,77.7278911564626,6.28036046974758
"LINC00473","OK","negbinomial.size",1.57792169192611e-15,9.28893810551592e-13,"protein_coding","LINC00473",57,0.0682634730538922,68.7936507936508,6.10420351459376
"NPAS4","OK","negbinomial.size",9.92298007176729e-15,5.35468812122742e-12,"protein_coding","NPAS4",50,0.0598802395209581,67.0068027210884,6.06623566439474
"CSRNP1","OK","negbinomial.size",1.16028707780226e-13,5.77956844023735e-11,"protein_coding","CSRNP1",48,0.0574850299401198,30.8231292517007,4.94594143067703
"SIK1","OK","negbinomial.size",1.88149917077759e-31,3.04591197009257e-28,"protein_coding","SIK1",120,0.143712574850299,20.3253968253968,4.34521161409755
"FOSL2","OK","negbinomial.size",2.032168355304e-32,3.75980176707745e-29,"protein_coding","FOSL2",140,0.167664670658683,19.2492269635127,4.26672860415982
"FOSB","OK","negbinomial.size",6.8666654372875e-10,2.3402680020608e-07,"protein_coding","FOSB",42,0.0502994011976048,18.1662887377173,4.18319181074059
"POLRMT","OK","negbinomial.size",0.000446642802234327,0.0200841074539464,"protein_coding","POLRMT",15,0.0179640718562874,15.18820861678,3.9248798151492
"NR4A3","OK","negbinomial.size",1.06504657792838e-12,4.75635111405186e-10,"protein_coding","NR4A3",75,0.0898203592814371,13.4013605442177,3.74430756950737
"HAMP","OK","negbinomial.size",0.000325130806221091,0.0165778309896431,"protein_coding","HAMP",15,0.0179640718562874,12.5079365079365,3.64477189595646
"RNF122","OK","negbinomial.size",8.39376017958652e-05,0.0063571688939079,"protein_coding","RNF122",25,0.029940119760479,11.1678004535147,3.48127316367358
"LDLRAD3","OK","negbinomial.size",1.65801034957097e-05,0.00183528991771741,"protein_coding","LDLRAD3",22,0.0263473053892216,9.23204837490552,3.20665078356457
"ATF3","OK","negbinomial.size",9.00850130915194e-06,0.00107035871976905,"protein_coding","ATF3",35,0.0419161676646707,8.93424036281179,3.15934506878622
"INSIG1","OK","negbinomial.size",2.54972580631711e-56,1.1007166305871e-52,"protein_coding","INSIG1",327,0.391616766467066,7.83830687830688,2.97054205713822
"B3GNT2","OK","negbinomial.size",0.000737417778137982,0.0282553184753403,"protein_coding","B3GNT2",17,0.0203592814371257,7.74300831443689,2.95289419131879
"JUNB","OK","negbinomial.size",2.15646982148931e-06,0.000328569890095389,"protein_coding","JUNB",52,0.0622754491017964,7.14739229024943,2.83741697389886
"SCML1","OK","negbinomial.size",0.000141829105654036,0.00927691286527991,"protein_coding","SCML1",16,0.0191616766467066,6.55177626606198,2.711886091815
"ERF","OK","negbinomial.size",0.000145940975107179,0.00945040784306536,"protein_coding","ERF",32,0.0383233532934132,6.47732426303855,2.69539796902643
"ZNF331","OK","negbinomial.size",2.26504410142823e-15,1.27541678946074e-12,"protein_coding","ZNF331",124,0.148502994011976,6.14675736961451,2.61982553882623
"KCNA1","OK","negbinomial.size",4.1405236745136e-22,3.57492814057504e-19,"protein_coding","KCNA1",161,0.192814371257485,6.02423064463881,2.59077700631573
"PIM2","OK","negbinomial.size",9.0786853240498e-05,0.00678668718596203,"protein_coding","PIM2",40,0.0479041916167665,5.87107223841918,2.55362400789826
"SLC2A14","OK","negbinomial.size",1.74732220400005e-05,0.00191022660948611,"protein_coding","SLC2A14",46,0.0550898203592814,5.74344023323615,2.52191514817093
"RAB11FIP5","OK","negbinomial.size",9.03935380005308e-05,0.00678668718596203,"protein_coding","RAB11FIP5",35,0.0419161676646707,5.71791383219955,2.51548887901149
"ZC3H12C","OK","negbinomial.size",1.06817168015119e-06,0.000192137380967195,"protein_coding","ZC3H12C",51,0.0610778443113772,5.53922902494331,2.46968518939837
"PER1","OK","negbinomial.size",8.45626187991468e-13,3.91132312881339e-10,"protein_coding","PER1",128,0.153293413173653,5.21164021164021,2.38173749012267
"CTD.2284J15.1","OK","negbinomial.size",0.000212894094451481,0.0121462176970975,"protein_coding","CTD.2284J15.1",44,0.0526946107784431,5.10528020732102,2.35199014672861
"KCNK1","OK","negbinomial.size",0.000910278493492783,0.0328384868223539,"protein_coding","KCNK1",27,0.0323353293413174,5.0031746031746,2.3228438010691
"PRICKLE2","OK","negbinomial.size",7.79564123108137e-06,0.00094356401480126,"protein_coding","PRICKLE2",24,0.0287425149700599,5.0031746031746,2.3228438010691
"NRARP","OK","negbinomial.size",0.00109469598280964,0.0366143862275406,"protein_coding","NRARP",19,0.0227544910179641,4.91383219954649,2.29684859253615
"DHCR7","OK","negbinomial.size",2.88228595085144e-24,3.11070711245641e-21,"protein_coding","DHCR7",214,0.256287425149701,4.91383219954649,2.29684859253615
"FBXO33","OK","negbinomial.size",4.75119103295417e-08,1.18332067438057e-05,"protein_coding","FBXO33",73,0.0874251497005988,4.88405139833711,2.28807838290842
"UAP1","OK","negbinomial.size",9.17502042436237e-08,2.04871878475719e-05,"protein_coding","UAP1",74,0.088622754491018,4.81074481074481,2.26626027270273
"SPATA2L","OK","negbinomial.size",2.37248527086994e-05,0.00247790780185779,"protein_coding","SPATA2L",40,0.0479041916167665,4.72238419177195,2.2395154174702
"VGF","OK","negbinomial.size",1.16260042533361e-35,2.5094730180826e-32,"protein_coding","VGF",313,0.374850299401198,4.70311898344243,2.23361783116484
"EGR3","OK","negbinomial.size",0.000169536758172915,0.0105561084379684,"protein_coding","EGR3",40,0.0479041916167665,4.64580498866213,2.21592859715259
"ZDBF2","OK","negbinomial.size",1.11705626145916e-06,0.000195499941110237,"protein_coding","ZDBF2",57,0.0682634730538922,4.16931216931217,2.0598093952353
"RP11.727A23.10","OK","negbinomial.size",0.000558676846329966,0.0235681558202586,"protein_coding","RP11.727A23.10",24,0.0287425149700599,4.10975056689342,2.03905083506851
"MYCNOS","OK","negbinomial.size",0.000847587250955435,0.0315433979515053,"protein_coding","MYCNOS",37,0.044311377245509,4.08422416585682,2.03006205184125
"LDLR","OK","negbinomial.size",4.04041138757741e-19,3.07808046355971e-16,"protein_coding","LDLR",260,0.311377245508982,4.02606274577342,2.00936965668815
"ZNF143","OK","negbinomial.size",0.00065021821294752,0.0261612722068194,"protein_coding","ZNF143",30,0.0359281437125748,3.87150415721844,1.95289419131879
"KIAA1107","OK","negbinomial.size",4.24204680162216e-13,2.0347684491781e-10,"protein_coding","KIAA1107",186,0.222754491017964,3.70132815030774,1.88804304696882
"SERTAD1","OK","negbinomial.size",0.00155102275325947,0.0456529447215078,"protein_coding","SERTAD1",31,0.037125748502994,3.68537414965986,1.88181109325731
"SLC2A3","OK","negbinomial.size",1.0353760739162e-09,3.35228888332219e-07,"protein_coding","SLC2A3",164,0.196407185628743,3.63196293009958,1.86074947772948
"PHLPP2","OK","negbinomial.size",4.88274562156048e-05,0.00436113369274688,"protein_coding","PHLPP2",42,0.0502994011976048,3.49924414210128,1.80704332485534
"SLC38A2","OK","negbinomial.size",2.7116037429595e-21,2.19487375469178e-18,"protein_coding","SLC38A2",220,0.263473053892216,3.43562152133581,1.78057111349415
"DUSP4","OK","negbinomial.size",2.56621634082548e-44,6.64701356600617e-41,"protein_coding","DUSP4",679,0.813173652694611,3.3513694264188,1.74475072572062
"DCUN1D3","OK","negbinomial.size",0.000160185572287024,0.0100770065693558,"protein_coding","DCUN1D3",58,0.0694610778443114,3.32552280171328,1.73358116291432
"CYSTM1","OK","negbinomial.size",0.000664853870286772,0.0265296241455867,"protein_coding","CYSTM1",39,0.0467065868263473,3.30566893424036,1.72494224464044
"TOB2","OK","negbinomial.size",0.000131140043948391,0.00896248905192202,"protein_coding","TOB2",64,0.0766467065868263,3.29450113378685,1.7200600232607
"SC5D","OK","negbinomial.size",3.85682808823444e-14,1.99799122282897e-11,"protein_coding","SC5D",217,0.259880239520958,3.21043582268072,1.68276915919824
"RBM15","OK","negbinomial.size",7.30372042255514e-06,0.000900861744690586,"protein_coding","RBM15",51,0.0610778443113772,3.10070694944645,1.63259718201036
"HIAT1","OK","negbinomial.size",2.40178297035138e-11,9.4259064390972e-09,"protein_coding","HIAT1",133,0.159281437125748,3.06045254981425,1.61374500033584
"SCLT1","OK","negbinomial.size",0.00104467277121928,0.0356980397363084,"protein_coding","SCLT1",33,0.0395209580838323,3.0525321239607,1.61000647779578
"SLC25A33","OK","negbinomial.size",5.43564105910286e-08,1.27994522466257e-05,"protein_coding","SLC25A33",102,0.122155688622754,3.03764172335601,1.60295172026183
"CALCRL","OK","negbinomial.size",5.16353712886588e-05,0.00448811874872094,"protein_coding","CALCRL",69,0.0826347305389222,3.01530612244898,1.59230447606232
"TMEM97","OK","negbinomial.size",5.55615061891814e-05,0.00470311808271953,"protein_coding","TMEM97",52,0.0622754491017964,2.97808012093726,1.57438256806506
"SQLE","OK","negbinomial.size",6.71911965449255e-17,4.35096593226665e-14,"protein_coding","SQLE",336,0.402395209580838,2.96068987205588,1.56593337822924
"NAMPTL","OK","negbinomial.size",0.000448174430869471,0.0200841074539464,"protein_coding","NAMPTL",53,0.0634730538922156,2.95946712018141,1.56533742846205
"HMGCS1","OK","negbinomial.size",4.45367464708557e-27,5.2435945776732e-24,"protein_coding","HMGCS1",441,0.52814371257485,2.92673391195559,1.54929158710223
"STARD4","OK","negbinomial.size",2.18109361185451e-07,4.55602312373027e-05,"protein_coding","STARD4",87,0.104191616766467,2.91000971817298,1.54102397111863
"AKAP8L","OK","negbinomial.size",0.000336644653955467,0.0167484523164878,"protein_coding","AKAP8L",54,0.0646706586826347,2.87172011661808,1.52191514817093
"EDEM1","OK","negbinomial.size",0.00173307500949164,0.0486877536831373,"protein_coding","EDEM1",30,0.0359281437125748,2.85895691609977,1.51548887901149
"CDC14B","OK","negbinomial.size",0.00079914856898694,0.0301742656470841,"protein_coding","CDC14B",31,0.037125748502994,2.76961451247166,1.46968518939837
"CINP","OK","negbinomial.size",0.00177651396062081,0.0494787791483874,"protein_coding","CINP",45,0.0538922155688623,2.75472411186697,1.46190783880665
"CITED2","OK","negbinomial.size",1.40009037332461e-10,5.03682511803529e-08,"protein_coding","CITED2",237,0.283832335329341,2.7385388938184,1.45340637024064
"ELOVL5","OK","negbinomial.size",1.87303249192046e-07,3.97666291850194e-05,"protein_coding","ELOVL5",200,0.239520958083832,2.73206480659897,1.44999170582787
"DMTN","OK","negbinomial.size",0.00148075332791459,0.0443765884719388,"protein_coding","DMTN",62,0.074251497005988,2.72990677752583,1.4488516859812
"FAM222A","OK","negbinomial.size",0.000236600459542154,0.0129753057435909,"protein_coding","FAM222A",67,0.0802395209580838,2.72729442654255,1.44747045558284
"DHCR24","OK","negbinomial.size",1.41327060753911e-08,3.8943122634551e-06,"protein_coding","DHCR24",194,0.232335329341317,2.70233196159122,1.4342049100168
"XBP1","OK","negbinomial.size",4.0595052818294e-08,1.05149305809945e-05,"protein_coding","XBP1",103,0.123353293413174,2.68027210884354,1.42237947462001
"SLC25A29","OK","negbinomial.size",7.24050053593924e-05,0.00568313469339086,"protein_coding","SLC25A29",124,0.148502994011976,2.65545477450239,1.40895895885769
"NCALD","OK","negbinomial.size",8.7620179660324e-07,0.000160792802157174,"protein_coding","NCALD",120,0.143712574850299,2.63772810711586,1.39929586150697
"RGS7BP","OK","negbinomial.size",0.00103499268041627,0.0355548811779075,"protein_coding","RGS7BP",50,0.0598802395209581,2.63560090702948,1.39813192837333
