"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"FOS","OK","negbinomial.size",0,0,"protein_coding","FOS",554,0.329565734681737,226.983365119729,7.8264427606889
"NPAS4","OK","negbinomial.size",3.89800828270813e-75,9.49554817667699e-72,"protein_coding","NPAS4",226,0.134443783462225,152.833721833722,7.25581909018167
"FOSB","OK","negbinomial.size",8.28369944632883e-74,1.68159098760475e-70,"protein_coding","FOSB",242,0.143961927424152,88.8226107226107,6.47285507129495
"JUNB","OK","negbinomial.size",1.69692131574464e-165,1.03342508128848e-161,"protein_coding","JUNB",382,0.227245687091017,59.7106643356643,5.89991671499016
"EGR1","OK","negbinomial.size",1.44972167336678e-80,4.41440249540184e-77,"protein_coding","EGR1",236,0.14039262343843,51.0995973723246,5.67524001870703
"NR4A1","OK","negbinomial.size",3.43922052512658e-89,1.39632353320139e-85,"protein_coding","NR4A1",311,0.185008923259964,50.7580613830614,5.66556506386045
"LINC00473","OK","negbinomial.size",1.0936391497842e-11,4.59328442909363e-09,"protein_coding","LINC00473",56,0.033313503866746,34.0518648018648,5.08966190242676
"RP11.54O7.17","OK","negbinomial.size",0.000244010986167448,0.0181222793385336,"protein_coding","RP11.54O7.17",20,0.0118976799524093,24.9393939393939,4.64035450106317
"EGR4","OK","negbinomial.size",2.35219524198558e-09,6.98774098716692e-07,"protein_coding","EGR4",60,0.0356930398572278,19.6637529137529,4.29746678754016
"BTG2","OK","negbinomial.size",5.50280825640605e-40,7.44713384033619e-37,"protein_coding","BTG2",150,0.0892325996430696,18.1649912587413,4.18308876639503
"RP11.373D23.3","OK","negbinomial.size",2.2349887761054e-05,0.00254412741055736,"protein_coding","RP11.373D23.3",22,0.0130874479476502,17.745337995338,4.14936814855103
"SIK1","OK","negbinomial.size",4.43265873763357e-44,6.74872292804711e-41,"protein_coding","SIK1",248,0.147531231409875,14.5479797979798,3.86274692239962
"NR4A3","OK","negbinomial.size",1.27304423816086e-37,1.55056788207993e-34,"protein_coding","NR4A3",208,0.123735871505057,12.5096639471639,3.64497112913354
"CSRNP1","OK","negbinomial.size",9.22116657282476e-21,6.23965604761142e-18,"protein_coding","CSRNP1",106,0.0630577037477692,10.7910839160839,3.43176787925175
"GFAP","OK","negbinomial.size",5.33684974100666e-17,3.09537284978386e-14,"protein_coding","GFAP",35,0.0208209399167162,10.7910839160839,3.43176787925175
"GPR3","OK","negbinomial.size",5.64941939195619e-06,0.000871011749291474,"protein_coding","GPR3",29,0.0172516359309935,9.11247086247086,3.18784229636567
"NR4A2","OK","negbinomial.size",5.02597046118341e-27,4.37259430122957e-24,"protein_coding","NR4A2",185,0.110053539559786,7.25945645263827,2.85986153135604
"ATF3","OK","negbinomial.size",3.63971655538616e-23,2.95544984297356e-20,"protein_coding","ATF3",171,0.101725163593099,6.96040284501823,2.79917080689171
"ZNF331","OK","negbinomial.size",8.19600606132444e-35,8.31894615224431e-32,"protein_coding","ZNF331",251,0.149315883402736,6.85655702322369,2.77748431802669
"IER2","OK","negbinomial.size",4.32162547477772e-35,4.78521802570842e-32,"protein_coding","IER2",282,0.167757287328971,6.49785698172795,2.69996399020133
"ARC","OK","negbinomial.size",4.98361036219919e-09,1.44524700503776e-06,"protein_coding","ARC",87,0.0517549077929804,6.44039294039294,2.68714871254211
"B3GNT2","OK","negbinomial.size",0.000149886071556023,0.0127665199409256,"protein_coding","B3GNT2",29,0.0172516359309935,5.91511266511267,2.56440564782987
"RP11.290F5.2","OK","negbinomial.size",0.000125738709917142,0.0111788137721956,"protein_coding","RP11.290F5.2",21,0.0124925639500297,5.75524475524476,2.52487728364324
"TIPARP","OK","negbinomial.size",0.000108933951482398,0.00997605660944068,"protein_coding","TIPARP",24,0.0142772159428911,5.17972027972028,2.37287419019819
"MAFF","OK","negbinomial.size",1.56153200837495e-05,0.00192048568616175,"protein_coding","MAFF",50,0.0297441998810232,4.88323797414706,2.28783808634239
"AL354993.1","OK","negbinomial.size",0.000138662794723735,0.0119781052463482,"protein_coding","AL354993.1",17,0.0101130279595479,4.7960372960373,2.26184287780944
"TOB2","OK","negbinomial.size",7.826979763069e-07,0.000151321608752667,"protein_coding","TOB2",91,0.0541344437834622,4.74807692307692,2.24734330811433
"MIR22HG","OK","negbinomial.size",0.000753947613044871,0.0431130606896081,"protein_coding","MIR22HG",59,0.0350981558596074,4.64846691769769,2.2167549882809
"FOSL2","OK","negbinomial.size",2.41350820657664e-18,1.46982649780517e-15,"protein_coding","FOSL2",212,0.126115407495538,4.47059190809191,2.16046585743436
"SPTY2D1","OK","negbinomial.size",3.62961127453617e-06,0.000581692964787508,"protein_coding","SPTY2D1",100,0.0594883997620464,3.66554279054279,1.87402684726562
"LINC01166","OK","negbinomial.size",0.000132276138432893,0.0115080240436616,"protein_coding","LINC01166",31,0.0184414039262344,3.6624284806103,1.87280058706354
"NAF1","OK","negbinomial.size",1.1983092231419e-05,0.00153635856188087,"protein_coding","NAF1",52,0.0309339678762641,3.58104118104118,1.84037910937117
"DCUN1D3","OK","negbinomial.size",1.13880590036033e-09,3.65017259641811e-07,"protein_coding","DCUN1D3",133,0.0791195716835217,3.56277056277056,1.83299957900557
"INSIG1","OK","negbinomial.size",1.8765100571129e-21,1.34446426444912e-18,"protein_coding","INSIG1",400,0.237953599048186,3.36337487299026,1.74990958685239
"CDR2L","OK","negbinomial.size",0.000890587996980549,0.0481999662686891,"protein_coding","CDR2L",50,0.0297441998810232,3.35722610722611,1.74726970497968
"NRARP","OK","negbinomial.size",0.000938424281559744,0.0499126975956231,"protein_coding","NRARP",53,0.0315288518738846,3.13341103341103,1.64773403142877
"FBXO33","OK","negbinomial.size",1.69528703729019e-05,0.00202437216805828,"protein_coding","FBXO33",112,0.066627007733492,3.11015751924843,1.63698764996477
"KCNA1","OK","negbinomial.size",0.000192087450868663,0.0150116496465355,"protein_coding","KCNA1",71,0.0422367638310529,3.04890942390942,1.60829329183087
"AEN","OK","negbinomial.size",0.000164221616227753,0.0134242905077452,"protein_coding","AEN",33,0.0196311719214753,2.97354312354312,1.57218299842159
"PRMT10","OK","negbinomial.size",0.000617212364212058,0.0363171333145066,"protein_coding","PRMT10",64,0.0380725758477097,2.95140756679218,1.56140315966835
"DUSP1","OK","negbinomial.size",6.94261946444535e-09,1.9665373273708e-06,"protein_coding","DUSP1",202,0.120166567519334,2.94517219869333,1.55835198819432
"ARL4D","OK","negbinomial.size",1.56194043469354e-07,3.39722044545844e-05,"protein_coding","ARL4D",119,0.0707911957168352,2.91677370248799,1.54437345926903
"CREM","OK","negbinomial.size",1.82826515195768e-05,0.00216196791755772,"protein_coding","CREM",89,0.0529446757882213,2.87762237762238,1.52487728364324
"ETV3","OK","negbinomial.size",2.46560041360546e-06,0.000435232073010355,"protein_coding","ETV3",105,0.0624628197501487,2.87762237762238,1.52487728364324
"EGR3","OK","negbinomial.size",1.22874011875277e-07,2.93452051890367e-05,"protein_coding","EGR3",165,0.0981558596073766,2.82800819869785,1.49978630268041
"SIAH2","OK","negbinomial.size",5.92857768475005e-08,1.53638460000544e-05,"protein_coding","SIAH2",220,0.130874479476502,2.82577332577333,1.49864574207006
"GATM","OK","negbinomial.size",1.61090696816733e-05,0.00194265810616615,"protein_coding","GATM",52,0.0309339678762641,2.82433307433307,1.49791023604297
"ID1","OK","negbinomial.size",8.07868794074285e-05,0.00780939834271809,"protein_coding","ID1",137,0.0814991076740036,2.7555414282687,1.46233581757452
