"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"AC007308.7","OK","negbinomial.size",0.00318263554323787,0.0427746996878612,"protein_coding","AC007308.7",8,0.0145719489981785,Inf,Inf
"EHD2","OK","negbinomial.size",0.00136157690869,0.023675105954529,"protein_coding","EHD2",7,0.0127504553734062,Inf,Inf
"EIF2S3L","OK","negbinomial.size",0.0018691727367167,0.0293733051966786,"protein_coding","EIF2S3L",7,0.0127504553734062,Inf,Inf
"RASSF6","OK","negbinomial.size",0.00186419829917246,0.0293275759003809,"protein_coding","RASSF6",8,0.0145719489981785,Inf,Inf
"RN7SKP22","OK","negbinomial.size",0.00170862381364597,0.0278676347837597,"protein_coding","RN7SKP22",6,0.0109289617486339,Inf,Inf
"RP11.385D13.3","OK","negbinomial.size",2.11888687799178e-05,0.0010674080492465,"protein_coding","RP11.385D13.3",11,0.0200364298724954,Inf,Inf
"RUNX1","OK","negbinomial.size",0.000364402803422723,0.00967608640266019,"protein_coding","RUNX1",9,0.0163934426229508,Inf,Inf
"EGR1","OK","negbinomial.size",0.00364292223274688,0.0466648811888207,"protein_coding","EGR1",6,0.0109289617486339,12.4081632653061,3.63321766932838
"AC011841.1","OK","negbinomial.size",2.85868215751335e-05,0.00134918401095132,"protein_coding","AC011841.1",19,0.034608378870674,11.7877551020408,3.5592170878846
"SP140L","OK","negbinomial.size",0.00319866110449894,0.0427746996878612,"protein_coding","SP140L",9,0.0163934426229508,9.9265306122449,3.31128957444102
"AC090186.1","OK","negbinomial.size",0.00276359466833705,0.0386484781991197,"protein_coding","AC090186.1",8,0.0145719489981785,8.06530612244898,3.01172929258211
"XYLT2","OK","negbinomial.size",0.00363648980688666,0.0466245257521267,"protein_coding","XYLT2",7,0.0127504553734062,7.44489795918367,2.89625207516217
"EDNRB","OK","negbinomial.size",0.00188979103757183,0.0295664884138166,"protein_coding","EDNRB",11,0.0200364298724954,7.0312925170068,2.8137899149702
"IL33","OK","negbinomial.size",0.00323735759508101,0.0430617059885027,"protein_coding","IL33",14,0.0255009107468124,5.79047619047619,2.53368199577746
"POU6F1","OK","negbinomial.size",0.000268394719588926,0.00773799820068167,"protein_coding","POU6F1",15,0.0273224043715847,5.79047619047619,2.53368199577746
"CTC.534A2.2","OK","negbinomial.size",0.000179295801725951,0.00574960758311256,"protein_coding","CTC.534A2.2",19,0.034608378870674,5.21142857142857,2.38167890233241
"SHB","OK","negbinomial.size",0.00164367440329028,0.0271196731395375,"protein_coding","SHB",18,0.0327868852459016,5.21142857142857,2.38167890233241
"RP3.368A4.5","OK","negbinomial.size",0.00276359337610275,0.0386484781991197,"protein_coding","RP3.368A4.5",12,0.0218579234972678,4.96326530612245,2.31128957444102
"DACT3","OK","negbinomial.size",6.22126268004632e-05,0.00251077436456642,"protein_coding","DACT3",27,0.0491803278688525,4.78600583090379,2.25882215454688
"SULT1E1","OK","negbinomial.size",0.000191802162545471,0.00598844290356257,"protein_coding","SULT1E1",6,0.0109289617486339,4.34285714285714,2.11864449649862
"UST","OK","negbinomial.size",0.00148821056173176,0.0252018390272517,"protein_coding","UST",14,0.0255009107468124,4.21877551020408,2.07682432080399
"SALL1","OK","negbinomial.size",1.69541720217587e-05,0.000895356757401876,"protein_coding","SALL1",44,0.0801457194899818,4.19968602825746,2.07028147493722
"CREBRF","OK","negbinomial.size",5.79355351050119e-08,9.47368259482319e-06,"protein_coding","CREBRF",67,0.122040072859745,4.19514091350826,2.06871927116694
"CYP4F35P","OK","negbinomial.size",0.000406803253263699,0.010431492808419,"protein_coding","CYP4F35P",14,0.0255009107468124,4.03265306122449,2.01172929258211
"ZC3H12C","OK","negbinomial.size",1.22319877327728e-06,0.000115845078487847,"protein_coding","ZC3H12C",26,0.0473588342440801,3.97061224489796,1.98936147955365
"EGLN1","OK","negbinomial.size",6.00291502341407e-05,0.00244347882013239,"protein_coding","EGLN1",52,0.0947176684881603,3.72244897959184,1.89625207516217
"SOWAHA","OK","negbinomial.size",0.00318263556494752,0.0427746996878612,"protein_coding","SOWAHA",8,0.0145719489981785,3.72244897959184,1.89625207516217
"GRIA4","OK","negbinomial.size",0.00274821894644226,0.0385782592422518,"protein_coding","GRIA4",13,0.0236794171220401,3.47428571428571,1.79671640161126
"ELK4","OK","negbinomial.size",4.55244402525872e-05,0.00194870666666113,"protein_coding","ELK4",50,0.0910746812386157,3.33469387755102,1.73755432914311
"ATP10D","OK","negbinomial.size",0.00168694785475237,0.0276410394747545,"protein_coding","ATP10D",13,0.0236794171220401,3.30884353741497,1.72632707371986
"TMEM81","OK","negbinomial.size",0.00254674403903893,0.0366555682052553,"protein_coding","TMEM81",24,0.0437158469945355,3.30884353741497,1.72632707371986
"NEK2","OK","negbinomial.size",9.60335210881081e-37,1.36425220057766e-32,"protein_coding","NEK2",231,0.420765027322404,3.27219495393094,1.71025870509221
"NAALAD2","OK","negbinomial.size",0.000398140647337366,0.0103779560294947,"protein_coding","NAALAD2",28,0.0510018214936248,3.20544217687075,1.68052338410673
"TMEM64","OK","negbinomial.size",3.96628250489505e-06,0.000298121742140418,"protein_coding","TMEM64",61,0.111111111111111,3.19748822605965,1.6769390467577
"DPP6","OK","negbinomial.size",0.00363648983058964,0.0466245257521267,"protein_coding","DPP6",7,0.0127504553734062,3.10204081632653,1.63321766932838
"SPRY2","OK","negbinomial.size",0.00118738747525222,0.021351932244852,"protein_coding","SPRY2",33,0.0601092896174863,3.10204081632653,1.63321766932838
"CREB5","OK","negbinomial.size",2.41402048859112e-16,3.81039722899172e-13,"protein_coding","CREB5",123,0.224043715846995,3.07426134632958,1.62023981533017
"RNF44","OK","negbinomial.size",5.22710231219642e-09,1.21731500732889e-06,"protein_coding","RNF44",127,0.231329690346084,3.06820037105751,1.61739270216669
"MAFF","OK","negbinomial.size",0.000617871893260485,0.0139372343231263,"protein_coding","MAFF",26,0.0473588342440801,2.99863945578231,1.58430806884743
"PLAG1","OK","negbinomial.size",9.66127120432571e-05,0.00357349027997798,"protein_coding","PLAG1",43,0.0783242258652095,2.97795918367347,1.57432398027481
