"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"MSL1","OK","negbinomial.size",3.57460180326831e-05,0.00594527771919586,"protein_coding","MSL1",504,0.386799693016117,1.487009587448,0.572413949151656
"GPHN","OK","negbinomial.size",0.000585209190594032,0.0450611076757405,"protein_coding","GPHN",209,0.16039907904835,1.48218897315024,0.567729397202662
"FNBP1L","OK","negbinomial.size",1.01223182585728e-08,4.20885993191456e-06,"protein_coding","FNBP1L",913,0.700690713737529,1.47302838938533,0.558785235418396
"IRF2BP2","OK","negbinomial.size",0.000209759468302207,0.0233619607821583,"protein_coding","IRF2BP2",654,0.501918649270913,1.46788648940729,0.553740409938081
"CEP170","OK","negbinomial.size",1.25415232046507e-07,4.11692001196876e-05,"protein_coding","CEP170",830,0.636991557943208,1.4573910567857,0.543388042801874
"GSPT1","OK","negbinomial.size",8.08606997077824e-05,0.0112072929794986,"protein_coding","GSPT1",416,0.319263238679969,1.44535187433322,0.531420763007315
"PABPN1","OK","negbinomial.size",1.72014656908152e-05,0.00320255347801834,"protein_coding","PABPN1",700,0.537221795855718,1.41706348857065,0.502904396642766
"SRSF11","OK","negbinomial.size",0.000460502322001807,0.0407397586145429,"protein_coding","SRSF11",469,0.359938603223331,1.41062278569965,0.496332248773675
"DDX5","OK","negbinomial.size",1.13300159839264e-05,0.00239543422683895,"protein_coding","DDX5",891,0.683806600153492,1.40417146980038,0.489719120489904
"HMGCS1","OK","negbinomial.size",0.000524268926143275,0.0433094740709351,"protein_coding","HMGCS1",636,0.488104374520338,1.38750930410675,0.472497445656377
"LPHN2","OK","negbinomial.size",0.00034227813402054,0.0321020860434002,"protein_coding","LPHN2",180,0.138142747505756,1.37661406025825,0.461124150326957
"PTP4A1","OK","negbinomial.size",0.000165026749756148,0.0190605895968351,"protein_coding","PTP4A1",722,0.554105909439754,1.3692700725174,0.453407029396253
"TSPYL4","OK","negbinomial.size",0.000255148283350933,0.0267530265828817,"protein_coding","TSPYL4",673,0.516500383729854,1.36646135850643,0.450444663169298
"FMN2","OK","negbinomial.size",2.44426280185212e-05,0.0044188020565657,"protein_coding","FMN2",149,0.114351496546431,1.36290666563263,0.44668676710315
"ATP1B1","OK","negbinomial.size",0.000296460692989095,0.0291185093255588,"protein_coding","ATP1B1",822,0.630851880276285,1.35660157317801,0.439997070940189
"SH3GLB1","OK","negbinomial.size",0.000111626102702658,0.0136512157364015,"protein_coding","SH3GLB1",529,0.405986185725249,1.35125538020086,0.434300362251247
"BCL11B","OK","negbinomial.size",0.000528870971657046,0.04340221381875,"protein_coding","BCL11B",496,0.380660015349194,1.33976634556262,0.42198141748102
"RAB2A","OK","negbinomial.size",0.00025388280438069,0.0267530265828817,"protein_coding","RAB2A",717,0.550268610897928,1.31199348559463,0.391760556599557
"PBX1","OK","negbinomial.size",6.33352379279967e-06,0.00146304399613672,"protein_coding","PBX1",1023,0.785111281657713,1.30020419055827,0.37873820907917
"PGAP1","OK","negbinomial.size",0.000661696943961593,0.0494251956824965,"protein_coding","PGAP1",520,0.399079048349962,1.28805993942292,0.365199730328422
"EIF1","OK","negbinomial.size",1.57470354132182e-05,0.00302197722683822,"protein_coding","EIF1",1140,0.874904067536454,1.28665987427138,0.363630730673081
"CLSTN2","OK","negbinomial.size",0.000536522939830475,0.0434583581262685,"protein_coding","CLSTN2",391,0.300076745970837,1.26567725850836,0.339909571504385
"CALM2","OK","negbinomial.size",0.000439901149229302,0.0397632386629443,"protein_coding","CALM2",1246,0.956254796623177,1.25946760807058,0.332814018239787
"MARCKSL1","OK","negbinomial.size",0.000495972576174595,0.042627775877563,"protein_coding","MARCKSL1",1272,0.976208749040675,1.23167059463445,0.300616464611522
