"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"KIF3C","OK","negbinomial.size",2.09931448249116e-06,0.000284618598106975,"protein_coding","KIF3C",169,0.202395209580838,1.49992918515721,0.584894389631707
"MLLT11","OK","negbinomial.size",1.51490248037194e-15,9.70914771511107e-13,"protein_coding","MLLT11",570,0.682634730538922,1.49747290220436,0.582529896697465
"DNM3","OK","negbinomial.size",0.00119497352607219,0.0378632061070066,"protein_coding","DNM3",108,0.129341317365269,1.4960393993663,0.581148170226816
"GABRB3","OK","negbinomial.size",0.000248583604857052,0.0120035233852207,"protein_coding","GABRB3",183,0.219161676646707,1.49252543122512,0.577755513861797
"PPP2R2C","OK","negbinomial.size",0.000118247393213345,0.0068612684950953,"protein_coding","PPP2R2C",81,0.0970059880239521,1.48554876496053,0.570995964185109
"PHF2","OK","negbinomial.size",6.0026452059391e-05,0.00410860667008453,"protein_coding","PHF2",153,0.183233532934132,1.48209400039085,0.567636952095194
"TMEM158","OK","negbinomial.size",4.27572266959068e-05,0.00312371448918283,"protein_coding","TMEM158",162,0.194011976047904,1.48072623544831,0.566304932139328
"SPEN","OK","negbinomial.size",0.000784698604585836,0.028081853615889,"protein_coding","SPEN",230,0.275449101796407,1.48067535837865,0.566255360952322
"GPR137B","OK","negbinomial.size",0.000914160866711955,0.0311242484206933,"protein_coding","GPR137B",51,0.0610778443113772,1.47412146676853,0.559855406579909
"REEP1","OK","negbinomial.size",0.000136792542920684,0.00747587153171181,"protein_coding","REEP1",157,0.188023952095808,1.46952698605215,0.555351852549053
"SPINT2","OK","negbinomial.size",5.48113329277313e-05,0.00382593957564857,"protein_coding","SPINT2",178,0.213173652694611,1.4631512605042,0.549078922927511
"BTG1","OK","negbinomial.size",2.08075926559272e-05,0.00178894502843759,"protein_coding","BTG1",375,0.449101796407186,1.45991896758703,0.545888294924013
"RND3","OK","negbinomial.size",0.000813191157346781,0.028582676418717,"protein_coding","RND3",195,0.233532934131737,1.45355233002292,0.539583011553648
"GNAO1","OK","negbinomial.size",0.000103656295865915,0.00624595628935644,"protein_coding","GNAO1",248,0.297005988023952,1.44969305087304,0.535747465163359
"CLASP2","OK","negbinomial.size",3.62369786914424e-08,7.51384411101968e-06,"protein_coding","CLASP2",275,0.329341317365269,1.4387216843259,0.524787534762656
"MEIS2","OK","negbinomial.size",1.74362278190064e-18,1.6390054149866e-15,"protein_coding","MEIS2",384,0.459880239520958,1.43786651351188,0.523929747242162
"STMN2","OK","negbinomial.size",5.67310045657156e-25,8.88785738196211e-22,"protein_coding","STMN2",453,0.54251497005988,1.43722028137098,0.523281199224547
"NPTN","OK","negbinomial.size",0.00150780108141496,0.0442916567665645,"protein_coding","NPTN",189,0.226347305389222,1.43222137339784,0.518254502113136
"TRIM37","OK","negbinomial.size",0.000438171232348484,0.0182494607503184,"protein_coding","TRIM37",81,0.0970059880239521,1.43104934281405,0.517073417281809
"IRF2BP2","OK","negbinomial.size",3.91151737474665e-06,0.000475451680895929,"protein_coding","IRF2BP2",369,0.441916167664671,1.42494661799146,0.51090787338156
"RYBP","OK","negbinomial.size",0.000236747383287434,0.0115907573067806,"protein_coding","RYBP",404,0.483832335329341,1.41698497580851,0.50282446154353
"HES6","OK","negbinomial.size",0.000266739724190835,0.0125367670369693,"protein_coding","HES6",227,0.27185628742515,1.40716823642209,0.492794822776454
"PKIA","OK","negbinomial.size",3.26334870227727e-07,5.68064403729747e-05,"protein_coding","PKIA",370,0.44311377245509,1.40214126887869,0.487631711433639
"SLC2A3","OK","negbinomial.size",9.81995935501599e-05,0.00604635051990067,"protein_coding","SLC2A3",112,0.134131736526946,1.39666977902272,0.481990958126364
"PPP1R18","OK","negbinomial.size",0.00127384826284463,0.0394752978156249,"protein_coding","PPP1R18",157,0.188023952095808,1.3941303794245,0.479365488719541
"RNF152","OK","negbinomial.size",2.05877893838103e-05,0.00178090693442776,"protein_coding","RNF152",136,0.162874251497006,1.38703757365015,0.472006869553742
"ATP6V1G2","OK","negbinomial.size",0.000255845809161675,0.0122285624039987,"protein_coding","ATP6V1G2",84,0.10059880239521,1.38270308123249,0.467491388431249
"ITFG1","OK","negbinomial.size",5.61024284677153e-05,0.00389676966204328,"protein_coding","ITFG1",166,0.198802395209581,1.37963722074196,0.464288956392905
