"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"SDIM1","OK","negbinomial.size",8.77694380262055e-08,1.01682519313322e-05,"protein_coding","SDIM1",24,0.0177121771217712,Inf,Inf
"FOS","OK","negbinomial.size",6.894781195734e-73,2.87558341070079e-69,"protein_coding","FOS",217,0.160147601476015,358.421895861148,8.48551496356922
"NPAS4","OK","negbinomial.size",4.91375603323644e-12,1.42978873227568e-09,"protein_coding","NPAS4",51,0.0376383763837638,52.5901201602136,5.71671988804265
"LINC00473","OK","negbinomial.size",5.32610320793212e-17,2.4681556791721e-14,"protein_coding","LINC00473",75,0.0553505535055351,39.6448598130841,5.30906191912941
"NR4A1","OK","negbinomial.size",5.72845261262627e-37,7.16743990891798e-34,"protein_coding","NR4A1",151,0.111439114391144,34.9522029372497,5.12731148229031
"JUNB","OK","negbinomial.size",3.95596296075262e-17,1.90373109865141e-14,"protein_coding","JUNB",65,0.0479704797047971,29.935914552737,4.90380544064315
"GLA","OK","negbinomial.size",1.73580974577893e-06,0.000127008488533251,"protein_coding","GLA",20,0.014760147601476,23.4632843791722,4.55233307014177
"ATF3","OK","negbinomial.size",1.86487531204511e-13,6.86274114832602e-11,"protein_coding","ATF3",51,0.0376383763837638,21.0360480640854,4.39479179315529
"FOSL2","OK","negbinomial.size",3.72846802401533e-27,3.33218513689141e-24,"protein_coding","FOSL2",106,0.0782287822878229,20.8048827007438,4.37885024928627
"NR4A3","OK","negbinomial.size",1.11120825085909e-23,7.72413201930499e-21,"protein_coding","NR4A3",112,0.0826568265682657,14.1588785046729,3.82363509195917
"CELA2A","OK","negbinomial.size",8.67848954391031e-05,0.00283512431262156,"protein_coding","CELA2A",15,0.011070110701107,12.9452603471295,3.6943520750142
"MT.TA","OK","negbinomial.size",0.00335564349209637,0.0412434296395971,"protein_coding","MT.TA",15,0.011070110701107,12.1361815754339,3.60124267062272
"CSRNP1","OK","negbinomial.size",1.01797955190339e-08,1.61227343714117e-06,"protein_coding","CSRNP1",41,0.0302583025830258,11.93391188251,3.57699512437604
