"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"AEN","OK","negbinomial.size",9.47094730291926e-06,0.000376519046611926,"protein_coding","AEN",9,0.0147783251231527,Inf,Inf
"FOS","OK","negbinomial.size",8.95765720498192e-27,1.34135940168379e-23,"protein_coding","FOS",41,0.0673234811165846,173.25,7.43671154213721
"GPR63","OK","negbinomial.size",3.55569740619775e-09,3.77323889317536e-07,"protein_coding","GPR63",10,0.0164203612479475,44.625,5.4797802640291
"KCTD8","OK","negbinomial.size",9.04961141369779e-07,5.1914894210716e-05,"protein_coding","KCTD8",8,0.013136288998358,36.75,5.19967234483636
"NR4A1","OK","negbinomial.size",1.52421711227251e-08,1.37864926322796e-06,"protein_coding","NR4A1",20,0.0328407224958949,30.1875,4.91587937883577
"NR4A2","OK","negbinomial.size",4.26622401469227e-21,3.59349381537548e-18,"protein_coding","NR4A2",28,0.0459770114942529,23.625,4.56224242422107
"RP11.466P24.7","OK","negbinomial.size",1.12129331590845e-10,1.71723522937479e-08,"protein_coding","RP11.466P24.7",17,0.0279146141215107,21.875,4.45121111183233
"NPAS4","OK","negbinomial.size",0.000117839354796699,0.00286664437652547,"protein_coding","NPAS4",7,0.0114942528735632,21,4.39231742277876
"C5","OK","negbinomial.size",0.00481516007919017,0.0453169779240544,"protein_coding","C5",8,0.013136288998358,18.375,4.19967234483636
"MIR22HG","OK","negbinomial.size",5.06741532064503e-08,4.10852293695041e-06,"protein_coding","MIR22HG",16,0.0262725779967159,18.375,4.19967234483636
"FBXO32","OK","negbinomial.size",0.00148186447709709,0.0195865448582925,"protein_coding","FBXO32",7,0.0114942528735632,15.75,3.97727992349992
"SCGB3A2","OK","negbinomial.size",0.000756170477367493,0.0118361318507337,"protein_coding","SCGB3A2",7,0.0114942528735632,15.75,3.97727992349992
"ZNF135","OK","negbinomial.size",0.00299997322999779,0.0329239733067428,"protein_coding","ZNF135",7,0.0114942528735632,15.75,3.97727992349992
"C1S","OK","negbinomial.size",0.000137857854213979,0.00324242635469773,"protein_coding","C1S",11,0.0180623973727422,14.4375,3.85174904141606
"IGDCC4","OK","negbinomial.size",2.73721871586699e-06,0.000135623149388748,"protein_coding","IGDCC4",7,0.0114942528735632,14.4375,3.85174904141606
"VGF","OK","negbinomial.size",1.51347432264696e-51,2.0397093446313e-47,"protein_coding","VGF",125,0.205254515599343,14,3.8073549220576
"LINC00473","OK","negbinomial.size",4.94236365132269e-06,0.000224270151275676,"protein_coding","LINC00473",14,0.0229885057471264,12.25,3.61470984411521
"RP11.867G23.10","OK","negbinomial.size",7.50290469248043e-05,0.00199441117437,"protein_coding","RP11.867G23.10",7,0.0114942528735632,11.8125,3.56224242422107
"CASC5","OK","negbinomial.size",0.00518028402095869,0.0477205572427597,"protein_coding","CASC5",10,0.0164203612479475,10.5,3.39231742277876
"NR4A3","OK","negbinomial.size",2.76028992236738e-18,1.55001780348938e-15,"protein_coding","NR4A3",36,0.0591133004926108,10.0961538461538,3.33573389441239
"TMEM2","OK","negbinomial.size",5.56262366550159e-17,2.585085487585e-14,"protein_coding","TMEM2",59,0.09688013136289,9.58695652173913,3.26107288950051
"CTC.425F1.4","OK","negbinomial.size",0.00411910294060989,0.0406392022918005,"protein_coding","CTC.425F1.4",9,0.0147783251231527,9.1875,3.19967234483636
"RP11.246A10.1","OK","negbinomial.size",0.00464640029483194,0.0442853866856082,"protein_coding","RP11.246A10.1",8,0.013136288998358,8.75,3.12928301694497
"AC023115.1","OK","negbinomial.size",0.00209329726488629,0.0255071074436941,"protein_coding","AC023115.1",10,0.0164203612479475,7.875,2.97727992349992
"FOXQ1","OK","negbinomial.size",0.000163695689048258,0.00369069921645401,"protein_coding","FOXQ1",7,0.0114942528735632,7.875,2.97727992349992
