"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"SDIM1","OK","negbinomial.size",3.99057863461003e-14,1.36775531958266e-12,"protein_coding","SDIM1",32,0.0114613180515759,Inf,Inf
"RP11.252P19.2","OK","negbinomial.size",8.26424500084028e-21,6.46958351249213e-19,"protein_coding","RP11.252P19.2",45,0.0161174785100287,73.9523809523809,6.20852469160854
"NPAS4","OK","negbinomial.size",1.31793341267797e-16,6.18307058501048e-15,"protein_coding","NPAS4",47,0.0168338108882522,72.6989507667474,6.18386263737427
"FOS","OK","negbinomial.size",4.15453557051191e-98,1.09929011195745e-94,"protein_coding","FOS",265,0.0949140401146132,44.4397974906449,5.47378033735901
"KB.1107E3.1","OK","negbinomial.size",1.86082921189585e-11,4.45185722845969e-10,"protein_coding","KB.1107E3.1",33,0.0118194842406877,20.681598062954,4.37027576160515
"LINC00473","OK","negbinomial.size",6.19601050705124e-20,4.55406772268266e-18,"protein_coding","LINC00473",66,0.0236389684813754,20.0548829701372,4.3258816422467
"SPRY4","OK","negbinomial.size",2.28825302050116e-19,1.56857966120365e-17,"protein_coding","SPRY4",62,0.0222063037249284,15.8767823513586,3.98884665496913
"NR4A1","OK","negbinomial.size",1.0289951832659e-42,3.88960179274509e-40,"protein_coding","NR4A1",148,0.0530085959885387,15.4888158653292,3.95315494782582
"VGF","OK","negbinomial.size",1.55399128556648e-175,1.02796523540223e-171,"protein_coding","VGF",752,0.269340974212034,7.98722611797672,2.99769455688765
"MIR22HG","OK","negbinomial.size",2.24031284521251e-20,1.71325658625211e-18,"protein_coding","MIR22HG",88,0.0315186246418338,7.19073106495051,2.84613845358004
"RP11.54O7.17","OK","negbinomial.size",2.23712142213201e-09,3.7322971519302e-08,"protein_coding","RP11.54O7.17",33,0.0118194842406877,6.98339674852992,2.80392893905134
"JUNB","OK","negbinomial.size",3.37403115313781e-20,2.53627455431893e-18,"protein_coding","JUNB",100,0.0358166189111748,5.84934086629002,2.54827406358315
"SERTAD1","OK","negbinomial.size",2.16890017643978e-11,5.13319308305872e-10,"protein_coding","SERTAD1",62,0.0222063037249284,5.84934086629002,2.54827406358315
"SIK1","OK","negbinomial.size",8.2585492721434e-75,1.21400674300508e-71,"protein_coding","SIK1",416,0.148997134670487,5.71518167210906,2.51479935903206
"RP11.466P24.7","OK","negbinomial.size",1.20930352987893e-30,2.10514285530239e-28,"protein_coding","RP11.466P24.7",146,0.0522922636103152,5.57080082503811,2.47788473569175
"FOSL2","OK","negbinomial.size",5.66381448101879e-35,1.36240482879779e-32,"protein_coding","FOSL2",233,0.0834527220630372,5.28231292517007,2.40116976955094
"AC011841.1","OK","negbinomial.size",0.000290866195357497,0.00154111324172194,"protein_coding","AC011841.1",28,0.0100286532951289,4.80481571159537,2.26448109758256
"MTHFD2","OK","negbinomial.size",1.01328707609812e-60,8.93719201118542e-58,"protein_coding","MTHFD2",381,0.136461318051576,4.54816095929897,2.1852833120739
"FAM222A","OK","negbinomial.size",9.47037205786855e-46,4.64048230835559e-43,"protein_coding","FAM222A",405,0.145057306590258,4.15451456689838,2.05467991554151
"AC090186.1","OK","negbinomial.size",1.74559049139532e-05,0.00012869242666521,"protein_coding","AC090186.1",40,0.0143266475644699,4.14596138324952,2.05170667880771
"CTC.425F1.4","OK","negbinomial.size",2.89343278346104e-09,4.75529387890554e-08,"protein_coding","CTC.425F1.4",60,0.0214899713467049,4.09453860640301,2.03370089075339
"DUSP4","OK","negbinomial.size",1.64549663415991e-219,2.17699204699357e-215,"protein_coding","DUSP4",1834,0.656876790830946,4.05974226690315,2.02138814069536
"RP11.707M3.3","OK","negbinomial.size",0.000157045448547576,0.000895134747644247,"protein_coding","RP11.707M3.3",33,0.0118194842406877,4.01097659402744,2.00395354735934
"ACVR1C","OK","negbinomial.size",9.64806700601171e-05,0.000588761974769713,"protein_coding","ACVR1C",39,0.0139684813753582,3.87423875559469,1.95391286485974
"CTD.2561B21.5","OK","negbinomial.size",0.000174437414725028,0.000980793453808806,"protein_coding","CTD.2561B21.5",32,0.0114613180515759,3.76029055690073,1.91084414296786
"POU2AF1","OK","negbinomial.size",0.000892353788776191,0.00408365293168766,"protein_coding","POU2AF1",32,0.0114613180515759,3.76029055690073,1.91084414296786
"CSRNP1","OK","negbinomial.size",4.945430243644e-10,9.26742806280597e-09,"protein_coding","CSRNP1",51,0.0182664756446991,3.70060340520389,1.88776052985481
