"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"CSRNP1","OK","negbinomial.size",1.09438010590416e-09,1.58596037905623e-07,"protein_coding","CSRNP1",22,0.0119112073632918,Inf,Inf
"FOS","OK","negbinomial.size",1.05734254114728e-84,6.58883004515928e-81,"protein_coding","FOS",275,0.148890092041148,73.436531986532,6.19842602450007
"LINC00473","OK","negbinomial.size",3.06342445097148e-16,1.27264863108192e-13,"protein_coding","LINC00473",60,0.0324851109907959,66.6555555555556,6.05865321984043
"NPAS4","OK","negbinomial.size",4.72983332950568e-18,2.45616303273455e-15,"protein_coding","NPAS4",55,0.0297780184082296,64.9242424242424,6.02068536964141
"NR4A1","OK","negbinomial.size",9.45315382161424e-25,7.36341600492364e-22,"protein_coding","NR4A1",114,0.0617217108825122,15.1008978675645,3.91656242659484
"JUNB","OK","negbinomial.size",1.34175924934538e-09,1.89475254565476e-07,"protein_coding","JUNB",55,0.0297780184082296,11.1298701298701,3.4763648534176
"SPRY4","OK","negbinomial.size",6.85979165574582e-05,0.00217540924696082,"protein_coding","SPRY4",29,0.0157011369788847,10.0993265993266,3.33618719536934
"GPR3","OK","negbinomial.size",0.000475361849271022,0.00960200117903525,"protein_coding","GPR3",20,0.0108283703302653,9.52222222222222,3.25129829778283
"RAB11FIP5","OK","negbinomial.size",1.16322750944849e-05,0.00049310559354614,"protein_coding","RAB11FIP5",29,0.0157011369788847,9.23367003367003,3.20690417842437
"FOSL2","OK","negbinomial.size",2.71495114110551e-26,2.60280277473831e-23,"protein_coding","FOSL2",139,0.0752571737953438,7.75484006734007,2.95509702801383
"NR4A3","OK","negbinomial.size",1.08806035457189e-17,5.42419847961179e-15,"protein_coding","NR4A3",109,0.0590146182999459,7.59854096520763,2.92572242588032
"INSIG1","OK","negbinomial.size",3.93253204639003e-95,4.9011146894159e-91,"protein_coding","INSIG1",623,0.337303735787764,5.48081395348837,2.45439016316034
"FOSB","OK","negbinomial.size",0.000170536910169248,0.00434642435877165,"protein_coding","FOSB",36,0.0194910665944775,5.44126984126984,2.44394337572522
"MIR22HG","OK","negbinomial.size",1.19449810046418e-10,2.23156487508811e-08,"protein_coding","MIR22HG",45,0.0243638332430969,5.38630751964085,2.42929659976082
"EGR1","OK","negbinomial.size",0.000253126750484434,0.00596355140129963,"protein_coding","EGR1",21,0.0113697888467786,4.97752525252525,2.31542863520254
"SERTAD1","OK","negbinomial.size",2.93074446646266e-06,0.000162337192380107,"protein_coding","SERTAD1",31,0.0167839740119112,4.76111111111111,2.25129829778283
"RP11.709D24.5","OK","negbinomial.size",0.00296201890400031,0.0359451232722062,"protein_coding","RP11.709D24.5",19,0.010286951813752,4.61683501683502,2.20690417842437
"HTR5A","OK","negbinomial.size",0.00330912271304235,0.0385796037162271,"protein_coding","HTR5A",33,0.0178668110449377,4.57561327561328,2.19396512271687
"DNASE1L3","OK","negbinomial.size",0.00384292718994653,0.042534992511815,"protein_coding","DNASE1L3",24,0.0129940443963184,4.32828282828283,2.11379477403289
"LIPG","OK","negbinomial.size",0.000492250015218597,0.00986320247535269,"protein_coding","LIPG",31,0.0167839740119112,3.83362193362193,1.9387080674748
"TOP2A","OK","negbinomial.size",8.97684399042081e-05,0.00266944756015559,"protein_coding","TOP2A",25,0.0135354629128316,3.63575757575758,1.86225600703693
"CENPH","OK","negbinomial.size",1.97959906441723e-06,0.000117633850044286,"protein_coding","CENPH",41,0.0221981591770439,3.55881032547699,1.83139504333217
"VGF","OK","negbinomial.size",1.38434168617174e-38,2.1566313043448e-35,"protein_coding","VGF",438,0.23714131023281,3.37706718346253,1.75577088064361
"SIK1","OK","negbinomial.size",3.13892719225484e-25,2.79431782836229e-22,"protein_coding","SIK1",289,0.156469951272334,3.36987734487735,1.75269608186485
"MAFF","OK","negbinomial.size",7.51221550051688e-06,0.000349346051428888,"protein_coding","MAFF",70,0.0378992961559285,3.23482190324296,1.69368628520662
"SV2C","OK","negbinomial.size",0.00289917822537087,0.0355284741620425,"protein_coding","SV2C",21,0.0113697888467786,3.11636363636364,1.63986358570048
"ATF3","OK","negbinomial.size",0.000326854064213576,0.00723549236641882,"protein_coding","ATF3",49,0.02652950730915,2.97569444444444,1.57322639267019
"NIM1K","OK","negbinomial.size",0.000382506110099453,0.0081611298705473,"protein_coding","NIM1K",41,0.0221981591770439,2.91175390266299,1.54188842613718
"DUSP3","OK","negbinomial.size",5.46602632073448e-14,1.51384635634031e-11,"protein_coding","DUSP3",210,0.113697888467786,2.88054684778823,1.52634272128604
"PER1","OK","negbinomial.size",1.19966979564233e-10,2.23156487508811e-08,"protein_coding","PER1",165,0.0893340552246887,2.86748737373737,1.51978713370873
