"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"AEN","OK","negbinomial.size",0.000173191326285375,0.0184447305814081,"protein_coding","AEN",12,0.0125130344108446,Inf,Inf
"EGR2","OK","negbinomial.size",1.01016498738259e-19,6.35164194111968e-17,"protein_coding","EGR2",37,0.0385818561001043,Inf,Inf
"FOS","OK","negbinomial.size",0,0,"protein_coding","FOS",434,0.452554744525547,2634.08108108108,11.36308403932
"NR4A1","OK","negbinomial.size",1.00483456700605e-138,3.47496914134868e-135,"protein_coding","NR4A1",266,0.277372262773723,378.425675675676,8.56386616670074
"NPAS4","OK","negbinomial.size",1.73891120809427e-61,4.00905979026134e-58,"protein_coding","NPAS4",180,0.187695516162669,325.216216216216,8.34525538590671
"FOSB","OK","negbinomial.size",9.63387193463985e-58,1.90379072102676e-54,"protein_coding","FOSB",151,0.157455683003128,147.709459459459,7.20661841044923
"EGR1","OK","negbinomial.size",4.64284934478492e-157,3.21122674932049e-153,"protein_coding","EGR1",220,0.229405630865485,144,7.16992500144231
"JUNB","OK","negbinomial.size",3.01901580871113e-151,1.3920681893967e-147,"protein_coding","JUNB",263,0.274244004171011,69.4702702702703,6.1183238049551
"NR4A2","OK","negbinomial.size",9.17730663736892e-50,1.26949682714724e-46,"protein_coding","NR4A2",102,0.106360792492179,39.445945945946,5.30180512987332
"ATF3","OK","negbinomial.size",1.77453784046408e-56,2.7274646607933e-53,"protein_coding","ATF3",143,0.149113660062565,33.4864864864865,5.06550710651165
"EGR4","OK","negbinomial.size",1.48780399092909e-22,1.0290396303261e-19,"protein_coding","EGR4",58,0.0604796663190824,31.7128378378378,4.98699507833313
"ARC","OK","negbinomial.size",3.45262475763537e-22,2.27429325106524e-19,"protein_coding","ARC",67,0.0698644421272158,28.3074324324324,4.82310899337216
"MIR22HG","OK","negbinomial.size",1.59647061959486e-12,7.3613260269519e-10,"protein_coding","MIR22HG",49,0.0510948905109489,19.5810810810811,4.29138851392798
"NR4A3","OK","negbinomial.size",5.59853713154707e-43,7.04041492188097e-40,"protein_coding","NR4A3",151,0.157455683003128,18.9261954261954,4.24231252223055
"GEM","OK","negbinomial.size",1.18437719041386e-05,0.00212772593181753,"protein_coding","GEM",19,0.0198123044838373,18.7297297297297,4.22725817650826
"BTG2","OK","negbinomial.size",3.78723556100692e-27,3.49258863436058e-24,"protein_coding","BTG2",97,0.101147028154327,15.75,3.97727992349992
"GPR3","OK","negbinomial.size",1.35727306433715e-07,3.61060736518765e-05,"protein_coding","GPR3",41,0.0427528675703858,13.6216216216216,3.76782655787097
"IER2","OK","negbinomial.size",6.18112233729599e-57,1.06879331614769e-53,"protein_coding","IER2",243,0.253388946819604,12.2719182597231,3.61728887343042
"SERTAD1","OK","negbinomial.size",2.43628117204809e-07,5.8105305953347e-05,"protein_coding","SERTAD1",33,0.0344108446298227,11.9189189189189,3.57518147992857
"RP11.373D23.3","OK","negbinomial.size",0.00018325497118506,0.0192042880030525,"protein_coding","RP11.373D23.3",29,0.0302398331595412,11.0675675675676,3.46826627601206
"RN7SL485P","OK","negbinomial.size",0.000143384302078349,0.0166408195474517,"protein_coding","RN7SL485P",21,0.0218978102189781,10.2162162162162,3.35278905859212
"CSRNP1","OK","negbinomial.size",2.04828632970389e-31,2.36116206656616e-28,"protein_coding","CSRNP1",153,0.159541188738269,9.32939189189189,3.22178304644211
"LINC00473","OK","negbinomial.size",0.000106512066926376,0.0143046739979861,"protein_coding","LINC00473",26,0.02711157455683,7.94594594594595,2.99021897920741
"ZNF331","OK","negbinomial.size",3.4217334088368e-28,3.38091701745996e-25,"protein_coding","ZNF331",173,0.180396246089677,7.85440278988666,2.97350158426248
"ISM1","OK","negbinomial.size",0.000359573104790732,0.0316813678889821,"protein_coding","ISM1",19,0.0198123044838373,7.37837837837838,2.8833037752909
"VGF","OK","negbinomial.size",1.33540646011712e-23,1.02625986460001e-20,"protein_coding","VGF",170,0.177267987486966,6.30405405405405,2.65627990522281
"SIK1","OK","negbinomial.size",4.23182026079501e-27,3.65867310422358e-24,"protein_coding","SIK1",224,0.233576642335766,5.97837837837838,2.57975420971839
"EGR3","OK","negbinomial.size",1.47436769996322e-07,3.84809969690402e-05,"protein_coding","EGR3",60,0.0625651720542232,5.88206388206388,2.55632245267725
"LINC00883","OK","negbinomial.size",0.000661155126470845,0.049436534402547,"protein_coding","LINC00883",24,0.0250260688216893,5.10810810810811,2.35278905859212
"TIPARP","OK","negbinomial.size",0.000180715265532632,0.0190827043367397,"protein_coding","TIPARP",45,0.0469238790406674,4.76756756756757,2.25325338504121
"ERF","OK","negbinomial.size",0.000130552573193905,0.0162696733782999,"protein_coding","ERF",33,0.0344108446298227,4.37837837837838,2.13039663725568
"TOB2","OK","negbinomial.size",7.51275846358995e-07,0.000159883058195138,"protein_coding","TOB2",98,0.102189781021898,4.01351351351351,2.00486575517182
"HLCS","OK","negbinomial.size",0.00039521919929992,0.0333784069505344,"protein_coding","HLCS",49,0.0510948905109489,3.90202702702703,1.96422377067447
"ETV3","OK","negbinomial.size",7.13912888890064e-09,2.46888924800406e-06,"protein_coding","ETV3",125,0.130344108446298,3.83108108108108,1.93775155931328
"FBXO33","OK","negbinomial.size",1.84465287985713e-07,4.5566220155471e-05,"protein_coding","FBXO33",101,0.105318039624609,3.79560810810811,1.92433104355096
"ID1","OK","negbinomial.size",0.000603670655111891,0.0465126752705466,"protein_coding","ID1",44,0.045881126173097,3.73284823284823,1.90027685389462
"TRIB1","OK","negbinomial.size",1.60455106482951e-08,5.16180346041549e-06,"protein_coding","TRIB1",92,0.0959332638164755,3.73284823284823,1.90027685389462
"STARD4","OK","negbinomial.size",5.12514373796659e-08,1.57546918505093e-05,"protein_coding","STARD4",70,0.072992700729927,3.64026095060578,1.86404187313027
