"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"SF1","OK","negbinomial.size",4.07012919374975e-05,0.0101685394357181,"protein_coding","SF1",457,0.476538060479666,1.4879421221865,0.573318409739972
"SMC3","OK","negbinomial.size",0.000103257033327063,0.0204858917149324,"protein_coding","SMC3",416,0.433785192909281,1.48398576512455,0.569477253223737
"HERPUD1","OK","negbinomial.size",0.000201467247473243,0.0335554893291546,"protein_coding","HERPUD1",253,0.263816475495308,1.47761194029851,0.563267429621837
"IRF2BP2","OK","negbinomial.size",9.71985530430556e-06,0.00298024017978151,"protein_coding","IRF2BP2",481,0.501564129301356,1.47289156626506,0.558651223605309
"TMEM57","OK","negbinomial.size",0.000270701159100764,0.0401321905211914,"protein_coding","TMEM57",298,0.310740354535975,1.47289156626506,0.558651223605309
"ZFAND5","OK","negbinomial.size",0.000139076861918573,0.0253552154613983,"protein_coding","ZFAND5",400,0.417101147028154,1.46120689655172,0.547160468008772
"WASF1","OK","negbinomial.size",0.000310165591167866,0.0418444399044567,"protein_coding","WASF1",428,0.446298227320125,1.38020833333333,0.464886048729405
"U2AF1","OK","negbinomial.size",0.000292293980297181,0.0417014803832145,"protein_coding","U2AF1",481,0.501564129301356,1.37928082191781,0.463916219826551
"EIF5","OK","negbinomial.size",0.000294868382509247,0.0417014803832145,"protein_coding","EIF5",520,0.542231491136601,1.37750716332378,0.462059821130245
"HMGCR","OK","negbinomial.size",6.92926995044414e-08,4.82446337531411e-05,"protein_coding","HMGCR",641,0.668404588112617,1.36702806122449,0.451042857701764
"DUSP4","OK","negbinomial.size",5.34580208668091e-05,0.0123047731784999,"protein_coding","DUSP4",609,0.635036496350365,1.36479591836735,0.448685237173301
"EIF1","OK","negbinomial.size",1.33023370149696e-06,0.000569032544211593,"protein_coding","EIF1",900,0.938477580813347,1.34281437125748,0.425259882445209
"WSB1","OK","negbinomial.size",1.2967368773423e-06,0.000569032544211593,"protein_coding","WSB1",679,0.708029197080292,1.34059945504087,0.422878252496027
"DDX5","OK","negbinomial.size",5.68863692856833e-06,0.00191863502008288,"protein_coding","DDX5",779,0.812304483837331,1.34057591623037,0.422852920825783
"DDX17","OK","negbinomial.size",4.45079716918814e-05,0.0107224472516995,"protein_coding","DDX17",811,0.845672575599583,1.3385231316726,0.420642071112411
"IP6K2","OK","negbinomial.size",9.14100378134358e-05,0.0189725049252471,"protein_coding","IP6K2",625,0.651720542231491,1.33740234375,0.419433550705378
"MT.CYB","OK","negbinomial.size",1.13068296269939e-05,0.00331609648908205,"protein_coding","MT.CYB",945,0.985401459854015,0.882405812298704,-0.180485801071734
"MT.CO2","OK","negbinomial.size",0.000328204858639875,0.0434099190971623,"protein_coding","MT.CO2",950,0.990615224191867,0.878900383781078,-0.186228438016105
"MT.CO3","OK","negbinomial.size",2.18244123633455e-05,0.00613402389987281,"protein_coding","MT.CO3",955,0.995828988529718,0.874731148785425,-0.193088426416047
"MT.CO1","OK","negbinomial.size",1.13706419568603e-06,0.000547861895142866,"protein_coding","MT.CO1",955,0.995828988529718,0.859982332155477,-0.217621074111587
"MT.ATP6","OK","negbinomial.size",1.46693396104971e-06,0.000569032544211593,"protein_coding","MT.ATP6",952,0.992700729927007,0.8294163626889,-0.269831585939512
"MRPS21","OK","negbinomial.size",0.000118159552396819,0.022140146130354,"protein_coding","MRPS21",591,0.616266944734098,0.758101851851852,-0.399536405738656
"MT.ATP8","OK","negbinomial.size",1.24007012577748e-10,1.286906620528e-07,"protein_coding","MT.ATP8",851,0.887382690302398,0.665944123314065,-0.586526963235811
"CCDC127","OK","negbinomial.size",0.000294049519133408,0.0417014803832145,"protein_coding","CCDC127",162,0.168925964546402,0.65625,-0.60768257722124
"GNRH1","OK","negbinomial.size",6.76711117644252e-12,8.29955426194419e-09,"protein_coding","GNRH1",436,0.454640250260688,0.654796816087139,-0.610880788082112
"JUN","OK","negbinomial.size",6.32876804531423e-05,0.0139969524097269,"protein_coding","JUN",184,0.191866527632951,0.603448275862069,-0.728697978182605
"CDK6","OK","negbinomial.size",2.03664524560078e-05,0.00584603851242556,"protein_coding","CDK6",162,0.168925964546402,0.580188679245283,-0.785405949223959
"ZBTB26","OK","negbinomial.size",4.86951534670336e-05,0.0115253739548026,"protein_coding","ZBTB26",49,0.0510948905109489,0.572368421052632,-0.804984017594857
"OGFOD1","OK","negbinomial.size",0.000184280410124528,0.031469962189747,"protein_coding","OGFOD1",65,0.0677789363920751,0.527777777777778,-0.921997487998727
"DLK1","OK","negbinomial.size",9.64191169864754e-05,0.0194147807054409,"protein_coding","DLK1",135,0.140771637122002,0.520833333333333,-0.941106310946432
"LL22NC03.2H8.5","OK","negbinomial.size",8.63330804332979e-06,0.00277314187648958,"protein_coding","LL22NC03.2H8.5",201,0.209593326381648,0.513157894736842,-0.962525294581337
"FAM210B","OK","negbinomial.size",0.000174124238355454,0.0309093434164926,"protein_coding","FAM210B",89,0.0928050052137643,0.509615384615385,-0.972519263577893
"SOX2","OK","negbinomial.size",1.26182564699949e-06,0.000569032544211593,"protein_coding","SOX2",162,0.168925964546402,0.502392344497608,-0.99311361441476
"SLC16A6","OK","negbinomial.size",0.000296741688295056,0.0417014803832145,"protein_coding","SLC16A6",69,0.0719499478623566,0.482142857142857,-1.05246741989414
"ARRDC3","OK","negbinomial.size",3.82432370405272e-16,6.4492438864219e-13,"protein_coding","ARRDC3",379,0.395203336809176,0.471153846153846,-1.08572987402588
"ZNF503","OK","negbinomial.size",6.97743314959186e-09,5.2295861456191e-06,"protein_coding","ZNF503",229,0.238790406673618,0.451456310679612,-1.14734171607519
"HIST1H4C","OK","negbinomial.size",1.47625372821924e-06,0.000569032544211593,"protein_coding","HIST1H4C",137,0.142857142857143,0.433884297520661,-1.20461771960847
"CSTF1","OK","negbinomial.size",0.000327131805407067,0.0434099190971623,"protein_coding","CSTF1",45,0.0469238790406674,0.43125,-1.21340363810919
"BET1","OK","negbinomial.size",0.000160362072481102,0.0288459295979006,"protein_coding","BET1",56,0.0583941605839416,0.428571428571429,-1.22239242133645
"TRMT5","OK","negbinomial.size",3.8298817736918e-05,0.00974885566205209,"protein_coding","TRMT5",82,0.0855057351407716,0.425,-1.23446525363702
"PEX16","OK","negbinomial.size",0.000228506018937213,0.0362679376644934,"protein_coding","PEX16",36,0.0375391032325339,0.4,-1.32192809488736
"NKX2.1","OK","negbinomial.size",8.04142836070332e-05,0.0169510796897263,"protein_coding","NKX2.1",41,0.0427528675703858,0.397058823529412,-1.33257533908687
"MIR181A2HG","OK","negbinomial.size",0.000288896818057933,0.0417014803832145,"protein_coding","MIR181A2HG",29,0.0302398331595412,0.388888888888889,-1.36257007938471
"LETM2","OK","negbinomial.size",9.33195079632707e-05,0.0190753557868558,"protein_coding","LETM2",42,0.0437956204379562,0.3515625,-1.50814690367033
"ARHGAP39","OK","negbinomial.size",2.18507244990977e-06,0.000818855900603685,"protein_coding","ARHGAP39",52,0.0542231491136601,0.297794117647059,-1.74761283836571
