"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"ARFGAP1","OK","negbinomial.size",0.00158539593151658,0.0498457468925194,"protein_coding","ARFGAP1",13,0.0199692780337942,Inf,Inf
"CLDN15","OK","negbinomial.size",0.000505556600430501,0.025411974835556,"protein_coding","CLDN15",17,0.0261136712749616,Inf,Inf
"CSRNP1","OK","negbinomial.size",0.000361752609943233,0.0207871411794013,"protein_coding","CSRNP1",10,0.0153609831029186,Inf,Inf
"EPHB6","OK","negbinomial.size",0.000827377825850732,0.0331956445525129,"protein_coding","EPHB6",17,0.0261136712749616,Inf,Inf
"FOS","OK","negbinomial.size",1.04580522972066e-12,1.99313046697595e-09,"protein_coding","FOS",62,0.0952380952380952,Inf,Inf
"KDM1B","OK","negbinomial.size",0.00096247357947062,0.0359669456903482,"protein_coding","KDM1B",14,0.021505376344086,Inf,Inf
"LINC00473","OK","negbinomial.size",0.000696987561498091,0.0302024721445335,"protein_coding","LINC00473",16,0.0245775729646697,Inf,Inf
"LINC00664","OK","negbinomial.size",0.000747233289172386,0.0312625618818347,"protein_coding","LINC00664",13,0.0199692780337942,Inf,Inf
"RNF217","OK","negbinomial.size",0.000169830640584546,0.0131033404817719,"protein_coding","RNF217",18,0.0276497695852535,Inf,Inf
"RP11.356C4.3","OK","negbinomial.size",0.00133140017259121,0.0447781205105308,"protein_coding","RP11.356C4.3",17,0.0261136712749616,Inf,Inf
"RP11.508N22.12","OK","negbinomial.size",0.00144242784789646,0.0467386348996698,"protein_coding","RP11.508N22.12",11,0.0168970814132104,Inf,Inf
"RP11.57G10.8","OK","negbinomial.size",0.000747233054487001,0.0312625618818347,"protein_coding","RP11.57G10.8",14,0.021505376344086,Inf,Inf
"SH3BP4","OK","negbinomial.size",0.000885646054492154,0.0342266515674663,"protein_coding","SH3BP4",12,0.0184331797235023,Inf,Inf
"STARD9","OK","negbinomial.size",0.000877032293155967,0.0341117832389064,"protein_coding","STARD9",17,0.0261136712749616,Inf,Inf
"TRHDE","OK","negbinomial.size",0.000222679918886883,0.0159146554529469,"protein_coding","TRHDE",16,0.0245775729646697,Inf,Inf
"NR4A1","OK","negbinomial.size",3.48990633792461e-09,2.85050564101199e-06,"protein_coding","NR4A1",42,0.0645161290322581,26.3865168539326,4.7217290154942
"SP2","OK","negbinomial.size",0.00105435215150786,0.0386630075138238,"protein_coding","SP2",17,0.0261136712749616,14.8134831460674,3.88883900132946
"TOR1AIP1","OK","negbinomial.size",0.00112273486300003,0.0398710346534326,"protein_coding","TOR1AIP1",26,0.0399385560675883,13.8876404494382,3.79572959693798
"MIR22HG","OK","negbinomial.size",0.000696987790995462,0.0302024721445335,"protein_coding","MIR22HG",14,0.021505376344086,8.79550561797753,3.13676651477304
"LIFR","OK","negbinomial.size",0.000830253987058915,0.0331956445525129,"protein_coding","LIFR",26,0.0399385560675883,7.63820224719101,2.93323312068791
"NR4A3","OK","negbinomial.size",0.000134686079026581,0.0119036084152209,"protein_coding","NR4A3",28,0.043010752688172,7.63820224719101,2.93323312068791
"SNTG1","OK","negbinomial.size",0.00134539481626494,0.0451160988973303,"protein_coding","SNTG1",26,0.0399385560675883,7.40674157303371,2.88883900132946
"SPRED2","OK","negbinomial.size",0.000164448105503747,0.0129687178374851,"protein_coding","SPRED2",33,0.0506912442396313,7.25243445692884,2.85846535228594
"RP5.1096D14.6","OK","negbinomial.size",0.00148728606778172,0.0476389809105993,"protein_coding","RP5.1096D14.6",16,0.0245775729646697,6.9438202247191,2.79572959693798
"EHD1","OK","negbinomial.size",2.28319360711702e-06,0.000543923310362149,"protein_coding","EHD1",54,0.0829493087557604,6.75865168539326,2.75673546532211
"FAM167A","OK","negbinomial.size",1.68724281934864e-07,8.29439913056094e-05,"protein_coding","FAM167A",44,0.0675883256528418,6.36516853932584,2.67019871485412
"CDC14B","OK","negbinomial.size",4.62234711932059e-06,0.00101647190979675,"protein_coding","CDC14B",31,0.0476190476190476,6.17228464419476,2.62580459549566
"DHCR7","OK","negbinomial.size",1.89224302230322e-10,1.80314991333644e-07,"protein_coding","DHCR7",102,0.15668202764977,6.17228464419476,2.62580459549566
"INSIG1","OK","negbinomial.size",2.53145809695689e-16,9.649074446234e-13,"protein_coding","INSIG1",198,0.304147465437788,6.05358686257563,2.59779021932607
"RPRM","OK","negbinomial.size",0.000224082569240513,0.0159154296848774,"protein_coding","RPRM",15,0.0230414746543779,5.78651685393258,2.53269519110418
"RAB8A","OK","negbinomial.size",4.83506107747891e-05,0.00557612595367698,"protein_coding","RAB8A",35,0.0537634408602151,5.55505617977528,2.47380150205061
"C2CD2L","OK","negbinomial.size",0.00126046586476125,0.0428971046534074,"protein_coding","C2CD2L",29,0.0445468509984639,5.09213483146067,2.34827061996676
"PER1","OK","negbinomial.size",0.000104263786397053,0.0100189613231117,"protein_coding","PER1",52,0.0798771121351766,5.09213483146067,2.34827061996676
"TMEM97","OK","negbinomial.size",0.000152897780892255,0.01231257834157,"protein_coding","TMEM97",39,0.0599078341013825,4.93782771535581,2.3038765006083
"ZBED6","OK","negbinomial.size",9.78807640157131e-06,0.00164598020076423,"protein_coding","ZBED6",35,0.0537634408602151,4.81438202247191,2.26735062458319
"VGF","OK","negbinomial.size",4.85920242162804e-16,1.11129959382633e-12,"protein_coding","VGF",167,0.25652841781874,4.54985553772071,2.18582073908659
"FIGN","OK","negbinomial.size",3.13745191539035e-07,0.000132876898712921,"protein_coding","FIGN",49,0.0752688172043011,4.45561797752809,2.15562554202436
"UBE3C","OK","negbinomial.size",0.000145368722903361,0.0121335134773717,"protein_coding","UBE3C",50,0.0768049155145929,4.43081861958266,2.14757326972963
"GABRQ","OK","negbinomial.size",0.000505556898902093,0.025411974835556,"protein_coding","GABRQ",12,0.0184331797235023,4.39775280898876,2.13676651477304
