"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"NPAS4","OK","negbinomial.size",3.28027706100523e-131,8.6618996072904e-128,"protein_coding","NPAS4",439,0.127579192095321,591.423199152542,9.20804702546476
"FOS","OK","negbinomial.size",0,0,"protein_coding","FOS",1286,0.373728567276954,318.780768489985,8.3164207863521
"NR4A1","OK","negbinomial.size",4.04686879799373e-173,1.33577021849778e-169,"protein_coding","NR4A1",615,0.178727114210985,61.5747578692494,5.94426714450531
"EGR1","OK","negbinomial.size",7.33367794751927e-85,1.38323642772996e-81,"protein_coding","EGR1",292,0.0848590526009881,55.2145789194915,5.78697734301087
"FOSB","OK","negbinomial.size",1.81595648701454e-81,2.66400816645033e-78,"protein_coding","FOSB",287,0.0834059866317931,43.3216807909604,5.43701731248141
"JUNB","OK","negbinomial.size",2.04521511684407e-177,9.00099172923075e-174,"protein_coding","JUNB",571,0.165940133682069,38.1730422159448,5.25448226218385
"LINC00473","OK","negbinomial.size",1.0957882352915e-22,5.16703288234062e-20,"protein_coding","LINC00473",115,0.033420517291485,21.0576271186441,4.3962709701381
"NR4A3","OK","negbinomial.size",5.50770333874272e-59,5.59370824472463e-56,"protein_coding","NR4A3",318,0.0924149956408021,11.5930051641949,3.53518268828084
"SPRY4","OK","negbinomial.size",4.80872987775009e-08,4.96012973249488e-06,"protein_coding","SPRY4",47,0.013658820110433,8.77401129943503,3.1332365643043
"MIR22HG","OK","negbinomial.size",3.98707357480609e-22,1.64504163775515e-19,"protein_coding","MIR22HG",149,0.043301365882011,8.31222123104371,3.05523405230303
"GPR3","OK","negbinomial.size",1.22167525436834e-08,1.42741401623232e-06,"protein_coding","GPR3",63,0.018308631211857,6.67190442561205,2.73809862246316
"ATF3","OK","negbinomial.size",1.55117992741342e-26,9.3091948098361e-24,"protein_coding","ATF3",170,0.0494042429526301,6.63534604519774,2.73017170669154
"BTG2","OK","negbinomial.size",3.13822316472817e-25,1.65735841775624e-22,"protein_coding","BTG2",179,0.0520197616971811,6.58050847457627,2.71819906502546
"SIK1","OK","negbinomial.size",2.81948948968028e-82,4.6532149665311e-79,"protein_coding","SIK1",608,0.176692821854112,5.99943146477997,2.58482579042025
"CSRNP1","OK","negbinomial.size",1.80330389975509e-15,4.76180427769329e-13,"protein_coding","CSRNP1",105,0.030514385353095,5.52292675544794,2.46543299464549
"SERTAD1","OK","negbinomial.size",6.56914157001918e-11,1.20461633540227e-08,"protein_coding","SERTAD1",85,0.024702121476315,5.20956920903955,2.38116407774789
"ID1","OK","negbinomial.size",2.87068124363367e-24,1.40376312813686e-21,"protein_coding","ID1",181,0.0526009880848591,5.11419952100221,2.35450844574684
"RP11.54O7.17","OK","negbinomial.size",8.15065534214819e-05,0.0035173739558765,"protein_coding","RP11.54O7.17",35,0.010171461784365,4.70036319612591,2.23277223785522
"ERF","OK","negbinomial.size",2.97007592541053e-05,0.00158760779122248,"protein_coding","ERF",63,0.018308631211857,4.41193181818182,2.14141049575
"ZNF331","OK","negbinomial.size",6.66398284555123e-41,5.4990353443633e-38,"protein_coding","ZNF331",481,0.139784946236559,4.35518027391041,2.12273243751386
"VGF","OK","negbinomial.size",1.38661947685028e-74,1.83075369528543e-71,"protein_coding","VGF",788,0.229003196745132,4.08433074693668,2.03009969962523
"RNF122","OK","negbinomial.size",0.00186051502700044,0.0345977181711082,"protein_coding","RNF122",43,0.012496367335077,4.00999735169492,2.00360128388771
"IER2","OK","negbinomial.size",8.59445749248588e-33,5.97224327754164e-30,"protein_coding","IER2",411,0.119442022667829,3.83101361424984,1.93772615266752
"GMNN","OK","negbinomial.size",2.62440860876222e-05,0.00142592867742747,"protein_coding","GMNN",51,0.014821272885789,3.63298905367232,1.8611570188675
"FOSL2","OK","negbinomial.size",3.33475917710618e-15,8.6331030226143e-13,"protein_coding","FOSL2",252,0.0732345248474281,3.43126513317191,1.77874060696051
"FBXO33","OK","negbinomial.size",8.2813982759683e-14,1.88516036961396e-11,"protein_coding","FBXO33",246,0.0714908456843941,3.22497141511972,1.68928637311022
"INSIG1","OK","negbinomial.size",4.21093744537963e-85,9.26616784855788e-82,"protein_coding","INSIG1",1276,0.370822435338564,3.15599282987813,1.65809392768629
"TOB2","OK","negbinomial.size",6.68474550705415e-17,2.0525277890613e-14,"protein_coding","TOB2",285,0.0828247602441151,3.11399061743341,1.63876459753105
"NR4A2","OK","negbinomial.size",5.3329473996893e-60,5.86757537650815e-57,"protein_coding","NR4A2",749,0.217669282185411,3.05557472036341,1.61144376080885
"EGR3","OK","negbinomial.size",4.67526390475192e-15,1.18706748720076e-12,"protein_coding","EGR3",345,0.100261551874455,2.84158320493066,1.50669495983175
"DUSP5","OK","negbinomial.size",3.41996534725585e-13,7.40226270160967e-11,"protein_coding","DUSP5",178,0.0517291485033421,2.74187853107345,1.45516465919167
"ARC","OK","negbinomial.size",0.00241021052083722,0.0407974480854023,"protein_coding","ARC",83,0.024120895088637,2.7027088377724,1.43440609902487
"RP11.9G1.3","OK","negbinomial.size",0.0010412104467242,0.0238251326310218,"protein_coding","RP11.9G1.3",43,0.012496367335077,2.69202619414484,1.42869244783048
"HCRTR2","OK","negbinomial.size",0.00127026138154454,0.0266210492389406,"protein_coding","HCRTR2",71,0.020633536762569,2.59107521186441,1.37355089363801
"SLC18B1","OK","negbinomial.size",0.000117968034120801,0.00463551176933612,"protein_coding","SLC18B1",55,0.015983725661145,2.38110504014273,1.25163126510653
"DCUN1D3","OK","negbinomial.size",1.61495754721032e-09,2.26832813785296e-07,"protein_coding","DCUN1D3",337,0.0979366463237431,2.38075306600524,1.25141799065262
"CTD.2235C13.3","OK","negbinomial.size",0.00181625492245443,0.0341109726047878,"protein_coding","CTD.2235C13.3",80,0.02324905550712,2.36487023305085,1.24176102108247
"TRAF4","OK","negbinomial.size",4.77898837984787e-10,7.51154566418231e-08,"protein_coding","TRAF4",237,0.0688753269398431,2.34847856791943,1.23172642770367
"RP11.127B20.3","OK","negbinomial.size",8.68395343302622e-05,0.00369852377987888,"protein_coding","RP11.127B20.3",74,0.021505376344086,2.32080432808717,1.21462489114496
"MAFF","OK","negbinomial.size",0.00101962149260699,0.023632686451259,"protein_coding","MAFF",120,0.03487358326068,2.314655597162,1.21079754759796
"C12orf44","OK","negbinomial.size",1.88247485481418e-09,2.58899119876163e-07,"protein_coding","C12orf44",295,0.0857308921825051,2.28960990739123,1.19510181988916
"CCNL1","OK","negbinomial.size",3.04608543072335e-11,5.82861825244064e-09,"protein_coding","CCNL1",391,0.113629758791049,2.25754670295682,1.17475583374257
"SLC2A3","OK","negbinomial.size",7.92313361823818e-14,1.83524795020348e-11,"protein_coding","SLC2A3",564,0.163905841325196,2.22250346316819,1.15218566710529
"NRARP","OK","negbinomial.size",1.29083178986654e-07,1.26243349048947e-05,"protein_coding","NRARP",206,0.0598663179308341,2.19350282485876,1.1332365643043
"PPP1R15A","OK","negbinomial.size",1.28650521635975e-22,5.85714771434405e-20,"protein_coding","PPP1R15A",616,0.179017727404824,2.17930186035519,1.12386604146324
"LDLR","OK","negbinomial.size",4.38372149134269e-26,2.4115947854249e-23,"protein_coding","LDLR",871,0.253124091833769,2.15233789248875,1.10590458233311
"PER1","OK","negbinomial.size",3.67981385966547e-12,7.59134099830676e-10,"protein_coding","PER1",341,0.0990990990990991,2.13331524734739,1.09309717345109
"TP53INP2","OK","negbinomial.size",1.1835307632601e-08,1.39519255958241e-06,"protein_coding","TP53INP2",296,0.0860215053763441,2.10033219516209,1.07061752713454
"MCL1","OK","negbinomial.size",1.70705457118635e-29,1.12691207516867e-26,"protein_coding","MCL1",1294,0.376053472827666,2.07507210511323,1.05316146845084
"HERPUD1","OK","negbinomial.size",2.43269516777528e-24,1.23534131923604e-21,"protein_coding","HERPUD1",882,0.256320836965998,2.05956451298279,1.0423393173218
