"","status","family","pval","qval","type","gene_short_name","num_cells_expressed","perc_cells_expressed","FC","log2FC"
"HNRNPA0","OK","negbinomial.size",7.98829895898731e-10,1.42551757479393e-07,"protein_coding","HNRNPA0",1694,0.560555923229649,1.49767715461358,0.582726664093252
"PNN","OK","negbinomial.size",3.95448497400105e-05,0.0019270509469459,"protein_coding","PNN",685,0.226671078755791,1.49743142537291,0.582489936543486
"CCNG2","OK","negbinomial.size",4.7264059623677e-08,5.64939278709422e-06,"protein_coding","CCNG2",837,0.276968894771674,1.49735798629565,0.582419180187671
"MOB4","OK","negbinomial.size",0.000676767883083093,0.0174992838340057,"protein_coding","MOB4",687,0.227332892124421,1.49710867216791,0.582178947586963
"HAUS2","OK","negbinomial.size",0.00224651395394151,0.0419813153339807,"protein_coding","HAUS2",383,0.126737260092654,1.49442708826407,0.57959251095655
"ASCC3","OK","negbinomial.size",0.00141450533290768,0.030273281364764,"protein_coding","ASCC3",160,0.0529450694904037,1.49394963552021,0.579131512377491
"TFDP1","OK","negbinomial.size",0.000706847651896449,0.0179834533123052,"protein_coding","TFDP1",422,0.13964262078094,1.49174869482293,0.577004514634856
"ISG20L2","OK","negbinomial.size",0.000681421194522038,0.0175837200297235,"protein_coding","ISG20L2",452,0.14956982131039,1.49101083156235,0.576290738228013
"UBA2","OK","negbinomial.size",0.000109574253207508,0.00432770984415838,"protein_coding","UBA2",828,0.273990734612839,1.48680746570803,0.572217837536761
"THUMPD1","OK","negbinomial.size",0.000200600673215661,0.00688783341366509,"protein_coding","THUMPD1",589,0.194904037061549,1.48392312789927,0.569416357544279
"LPPR4","OK","negbinomial.size",2.18392432995032e-05,0.00119268626122718,"protein_coding","LPPR4",566,0.187293183322303,1.48241376116063,0.567948178994044
"DAPK1","OK","negbinomial.size",0.000935647137177658,0.0219530541260017,"protein_coding","DAPK1",406,0.134348113831899,1.48217938744346,0.567720066883381
"UBL3","OK","negbinomial.size",1.44419704283545e-05,0.000843224725010374,"protein_coding","UBL3",745,0.246525479814692,1.47845041090861,0.564085854458566
"KLHL2","OK","negbinomial.size",0.000418184663581861,0.0120968029396853,"protein_coding","KLHL2",397,0.131369953673064,1.47739070626745,0.563051407317793
"RRAGC","OK","negbinomial.size",0.000735429068248499,0.0184524224282408,"protein_coding","RRAGC",531,0.175711449371277,1.47612473308298,0.561814634810941
"EZH2","OK","negbinomial.size",0.000930401952141531,0.0218704874464438,"protein_coding","EZH2",339,0.112177365982793,1.4732827524648,0.559034339017158
"RP11.137H2.6","OK","negbinomial.size",0.00036476352498166,0.0108487179847832,"protein_coding","RP11.137H2.6",423,0.139973527465255,1.47084891531866,0.556649061470401
"C19orf26","OK","negbinomial.size",0.00280999963249343,0.0492430087741241,"protein_coding","C19orf26",435,0.143944407677035,1.47055445107135,0.556360204718833
"NIPA1","OK","negbinomial.size",0.00102711474385268,0.0235721366279547,"protein_coding","NIPA1",363,0.120119126406353,1.46796934781733,0.55382184405741
"CCDC47","OK","negbinomial.size",0.00213776861526119,0.0404865894698944,"protein_coding","CCDC47",303,0.100264725347452,1.4679331418894,0.553786261055006
"NPTN","OK","negbinomial.size",4.39336564043022e-05,0.0020847918600843,"protein_coding","NPTN",706,0.233620119126406,1.46188011877842,0.547825008188352
"PANK3","OK","negbinomial.size",4.27230092737054e-06,0.000302402529328406,"protein_coding","PANK3",1074,0.355393778954335,1.46038263174576,0.546346416090813
"NUDT11","OK","negbinomial.size",3.65961978506709e-05,0.00183270287260079,"protein_coding","NUDT11",577,0.190933156849768,1.45702421923644,0.543024858652878
"KLHL29","OK","negbinomial.size",0.000627008326943573,0.0165504072966147,"protein_coding","KLHL29",543,0.179682329583058,1.45679257786614,0.54279547713703
"UBXN2B","OK","negbinomial.size",0.000136385746815241,0.00508237474161499,"protein_coding","UBXN2B",630,0.208471211118465,1.45563898518896,0.541652595331518
"ANKRD10","OK","negbinomial.size",3.51477600689422e-06,0.000253023931859942,"protein_coding","ANKRD10",546,0.180675049636003,1.45350714504917,0.539538163391361
"LPPR5","OK","negbinomial.size",0.00107003044966785,0.0242961891610125,"protein_coding","LPPR5",404,0.133686300463269,1.45318106048,0.53921446813438
"CCDC88A","OK","negbinomial.size",3.69375900053916e-07,3.52863801270647e-05,"protein_coding","CCDC88A",1155,0.382197220383852,1.45206585545827,0.538106885281699
"AK1","OK","negbinomial.size",0.00232907973409415,0.0431460998157258,"protein_coding","AK1",286,0.0946393117140966,1.45189038926613,0.537932540915457
"RAB21","OK","negbinomial.size",0.000608325342498866,0.016226278083075,"protein_coding","RAB21",554,0.183322303110523,1.44893448409444,0.534992362590538
"UBE2G1","OK","negbinomial.size",7.70062658605946e-05,0.00325223129484578,"protein_coding","UBE2G1",632,0.209133024487095,1.44854704695659,0.534606542260171
"SEC61G","OK","negbinomial.size",9.92625137656445e-06,0.000625699527070008,"protein_coding","SEC61G",954,0.315684976836532,1.44788982684501,0.533951828725348
"CEP170","OK","negbinomial.size",1.47009745982924e-08,1.94022237667047e-06,"protein_coding","CEP170",1987,0.657511581733951,1.4475991587874,0.533662174460559
"SOCS2","OK","negbinomial.size",0.000603948017525396,0.0161776350571813,"protein_coding","SOCS2",531,0.175711449371277,1.44755688803939,0.533620046300598
"RAB8B","OK","negbinomial.size",4.64217870308762e-05,0.00216236780029853,"protein_coding","RAB8B",530,0.175380542686962,1.44568249418219,0.531750737374831
"TCERG1","OK","negbinomial.size",0.000119084981978818,0.00460002049290131,"protein_coding","TCERG1",589,0.194904037061549,1.44245579611971,0.528527108336255
"TFG","OK","negbinomial.size",0.000616634861978032,0.0163789595414291,"protein_coding","TFG",463,0.153209794837856,1.44227455778152,0.528345828549236
"LMBRD1","OK","negbinomial.size",0.000491535967413114,0.0137175345971898,"protein_coding","LMBRD1",721,0.238583719391132,1.44216890438193,0.528240140476159
"LPHN2","OK","negbinomial.size",8.74755750038396e-07,7.24389238757286e-05,"protein_coding","LPHN2",795,0.263070814030443,1.44195650837245,0.528027651332114
